pool	type	individual_id
YS-LYXHY-2-H	Liver	YS-LYXHY-2
YS-LYXHY-2-I	Intestine	YS-LYXHY-2
YS-LYXHY-2-K	Kidney	YS-LYXHY-2
YS-LYXHY-2-M	Muscles	YS-LYXHY-2
YS-LYXHY-2-P	Skin	YS-LYXHY-2
YS-LYXHY-2-S	Spleen	YS-LYXHY-2
YS-LYXHY-3-B	Brain	YS-LYXHY-3
YS-LYXHY-3-G	Gill	YS-LYXHY-3
YS-LYXHY-3-H	Liver	YS-LYXHY-3
YS-LYXHY-3-I	Intestine	YS-LYXHY-3
YS-LYXHY-3-K	Kidney	YS-LYXHY-3
YS-LYXHY-3-M	Muscles	YS-LYXHY-3
YS-LYXHY-3-P	Skin	YS-LYXHY-3
YS-LYXHY-3-S	Spleen	YS-LYXHY-3
YS-LZMB-1-B	Brain	YS-LZMB-1
YS-LZMB-1-G	Gill	YS-LZMB-1
YS-LZMB-1-H	Liver	YS-LZMB-1
YS-LZMB-1-I	Intestine	YS-LZMB-1
YS-LZMB-1-K	Kidney	YS-LZMB-1
YS-LZMB-1-M	Muscles	YS-LZMB-1
YS-LZMB-1-P	Skin	YS-LZMB-1
YS-LZMB-1-S	Spleen	YS-LZMB-1
YS-LZMB-2-B	Brain	YS-LZMB-2
YS-LZMB-2-G	Gill	YS-LZMB-2
YS-LZMB-2-H	Liver	YS-LZMB-2
YS-LZMB-2-I	Intestine	YS-LZMB-2
YS-LZMB-2-K	Kidney	YS-LZMB-2
YS-LZMB-2-M	Muscles	YS-LZMB-2
YS-LZMB-2-P	Skin	YS-LZMB-2
YS-LZMB-2-S	Spleen	YS-LZMB-2
YS-LZMB-3-B	Brain	YS-LZMB-3
YS-LZMB-3-G	Gill	YS-LZMB-3
YS-LZMB-3-H	Liver	YS-LZMB-3
YS-LZMB-3-I	Intestine	YS-LZMB-3
YS-LZMB-3-K	Kidney	YS-LZMB-3
YS-LZMB-3-M	Muscles	YS-LZMB-3
YS-LZMB-3-P	Skin	YS-LZMB-3
YS-LZMB-3-S	Spleen	YS-LZMB-3
YS-LZY-1-B	Brain	YS-LZY-1
YS-LZY-1-G	Gill	YS-LZY-1
YS-LZY-1-H	Liver	YS-LZY-1
YS-LZY-1-I	Intestine	YS-LZY-1
YS-LZY-1-K	Kidney	YS-LZY-1
YS-LZY-1-M	Muscles	YS-LZY-1
YS-LZY-1-P	Skin	YS-LZY-1
YS-LZY-1-S	Spleen	YS-LZY-1
YS-LZY-2-B	Brain	YS-LZY-2
YS-LZY-2-G	Gill	YS-LZY-2
YS-LZY-2-H	Liver	YS-LZY-2
YS-LZY-2-I	Intestine	YS-LZY-2
YS-LZY-2-K	Kidney	YS-LZY-2
YS-LZY-2-M	Muscles	YS-LZY-2
YS-LZY-2-P	Skin	YS-LZY-2
YS-LZY-2-S	Spleen	YS-LZY-2
YS-LZY-3-B	Brain	YS-LZY-3
YS-LZY-3-G	Gill	YS-LZY-3
YS-LZY-3-H	Liver	YS-LZY-3
YS-LZY-3-I	Intestine	YS-LZY-3
YS-LZY-3-K	Kidney	YS-LZY-3
YS-LZY-3-M	Muscles	YS-LZY-3
YS-LZY-3-P	Skin	YS-LZY-3
YS-LZY-3-S	Spleen	YS-LZY-3
YS-MSXX-1-B	Brain	YS-MSXX-1
YS-MSXX-1-G	Gill	YS-MSXX-1
YS-MSXX-1-H	Liver	YS-MSXX-1
YS-MSXX-1-I	Intestine	YS-MSXX-1
YS-MSXX-1-K	Kidney	YS-MSXX-1
YS-MSXX-1-M	Muscles	YS-MSXX-1
YS-MSXX-1-P	Skin	YS-MSXX-1
YS-MSXX-1-S	Spleen	YS-MSXX-1
YS-MSXX-2-B	Brain	YS-MSXX-2
YS-MSXX-2-G	Gill	YS-MSXX-2
YS-MSXX-2-H	Liver	YS-MSXX-2
YS-MSXX-2-I	Intestine	YS-MSXX-2
YS-MSXX-2-K	Kidney	YS-MSXX-2
YS-MSXX-2-M	Muscles	YS-MSXX-2
YS-MSXX-2-P	Skin	YS-MSXX-2
YS-MSXX-2-S	Spleen	YS-MSXX-2
YS-MSXX-3-B	Brain	YS-MSXX-3
YS-MSXX-3-G	Gill	YS-MSXX-3
YS-MSXX-3-H	Liver	YS-MSXX-3
YS-MSXX-3-I	Intestine	YS-MSXX-3
YS-MSXX-3-K	Kidney	YS-MSXX-3
YS-MSXX-3-M	Muscles	YS-MSXX-3
YS-MSXX-3-P	Skin	YS-MSXX-3
YS-MSXX-3-S	Spleen	YS-MSXX-3
YS-PSJGY-1-B	Brain	YS-PSJGY-1
YS-PSJGY-1-G	Gill	YS-PSJGY-1
YS-PSJGY-1-H	Liver	YS-PSJGY-1
YS-PSJGY-1-I	Intestine	YS-PSJGY-1
YS-PSJGY-1-K	Kidney	YS-PSJGY-1
YS-PSJGY-1-M	Muscles	YS-PSJGY-1
YS-PSJGY-1-P	Skin	YS-PSJGY-1
YS-PSJGY-1-S	Spleen	YS-PSJGY-1
YS-PSJGY-2-B	Brain	YS-PSJGY-2
YS-PSJGY-2-G	Gill	YS-PSJGY-2
YS-PSJGY-2-H	Liver	YS-PSJGY-2
YS-PSJGY-2-I	Intestine	YS-PSJGY-2
YS-PSJGY-2-K	Kidney	YS-PSJGY-2
YS-PSJGY-2-M	Muscles	YS-PSJGY-2
YS-PSJGY-2-P	Skin	YS-PSJGY-2
YS-PSJGY-2-S	Spleen	YS-PSJGY-2
YS-PSJGY-3-B	Brain	YS-PSJGY-3
YS-PSJGY-3-G	Gill	YS-PSJGY-3
YS-PSJGY-3-H	Liver	YS-PSJGY-3
YS-PSJGY-3-I	Intestine	YS-PSJGY-3
YS-PSJGY-3-K	Kidney	YS-PSJGY-3
YS-PSJGY-3-M	Muscles	YS-PSJGY-3
YS-PSJGY-3-P	Skin	YS-PSJGY-3
YS-PSJGY-3-S	Spleen	YS-PSJGY-3
YS-QLXSD-1-B	Brain	YS-QLXSD-1
YS-QLXSD-1-G	Gill	YS-QLXSD-1
YS-QLXSD-1-H	Liver	YS-QLXSD-1
YS-QLXSD-1-I	Intestine	YS-QLXSD-1
YS-QLXSD-1-K	Kidney	YS-QLXSD-1
YS-QLXSD-1-M	Muscles	YS-QLXSD-1
YS-QLXSD-1-P	Skin	YS-QLXSD-1
YS-QLXSD-1-S	Spleen	YS-QLXSD-1
YS-QLXSD-2-B	Brain	YS-QLXSD-2
YS-QLXSD-2-G	Gill	YS-QLXSD-2
YS-QLXSD-2-H	Liver	YS-QLXSD-2
YS-QLXSD-2-I	Intestine	YS-QLXSD-2
YS-QLXSD-2-K	Kidney	YS-QLXSD-2
YS-QLXSD-2-M	Muscles	YS-QLXSD-2
YS-QLXSD-2-P	Skin	YS-QLXSD-2
YS-QLXSD-2-S	Spleen	YS-QLXSD-2
YS-QLXSD-3-B	Brain	YS-QLXSD-3
YS-QLXSD-3-G	Gill	YS-QLXSD-3
YS-QLXSD-3-H	Liver	YS-QLXSD-3
YS-QLXSD-3-I	Intestine	YS-QLXSD-3
YS-QLXSD-3-K	Kidney	YS-QLXSD-3
YS-QLXSD-3-M	Muscles	YS-QLXSD-3
YS-QLXSD-3-P	Skin	YS-QLXSD-3
YS-QLXSD-3-S	Spleen	YS-QLXSD-3
YS-QXDDY-1-B	Brain	YS-QXDDY-1
YS-QXDDY-1-G	Gill	YS-QXDDY-1
YS-QXDDY-1-H	Liver	YS-QXDDY-1
YS-QXDDY-1-I	Intestine	YS-QXDDY-1
YS-QXDDY-1-K	Kidney	YS-QXDDY-1
YS-QXDDY-1-M	Muscles	YS-QXDDY-1
YS-QXDDY-1-P	Skin	YS-QXDDY-1
YS-QXDDY-1-S	Spleen	YS-QXDDY-1
YS-QXDDY-2-B	Brain	YS-QXDDY-2
YS-QXDDY-2-G	Gill	YS-QXDDY-2
YS-QXDDY-2-H	Liver	YS-QXDDY-2
YS-QXDDY-2-I	Intestine	YS-QXDDY-2
YS-QXDDY-2-K	Kidney	YS-QXDDY-2
YS-QXDDY-2-M	Muscles	YS-QXDDY-2
YS-QXDDY-2-P	Skin	YS-QXDDY-2
YS-QXDDY-2-S	Spleen	YS-QXDDY-2
YS-QXDDY-3-B	Brain	YS-QXDDY-3
YS-QXDDY-3-G	Gill	YS-QXDDY-3
YS-QXDDY-3-H	Liver	YS-QXDDY-3
YS-QXDDY-3-I	Intestine	YS-QXDDY-3
YS-QXDDY-3-K	Kidney	YS-QXDDY-3
YS-QXDDY-3-M	Muscles	YS-QXDDY-3
YS-QXDDY-3-P	Skin	YS-QXDDY-3
YS-QXDDY-3-S	Spleen	YS-QXDDY-3
YS-RBJXY-1-B	Brain	YS-RBJXY-1
YS-RBJXY-1-G	Gill	YS-RBJXY-1
YS-RBJXY-1-H	Liver	YS-RBJXY-1
YS-RBJXY-1-I	Intestine	YS-RBJXY-1
YS-RBJXY-1-K	Kidney	YS-RBJXY-1
YS-RBJXY-1-M	Muscles	YS-RBJXY-1
YS-RBJXY-1-P	Skin	YS-RBJXY-1
YS-RBJXY-1-S	Spleen	YS-RBJXY-1
YS-RBJXY-2-B	Brain	YS-RBJXY-2
YS-RBJXY-2-G	Gill	YS-RBJXY-2
YS-RBJXY-2-H	Liver	YS-RBJXY-2
YS-RBJXY-2-I	Intestine	YS-RBJXY-2
YS-RBJXY-2-K	Kidney	YS-RBJXY-2
YS-RBJXY-2-M	Muscles	YS-RBJXY-2
YS-RBJXY-2-P	Skin	YS-RBJXY-2
YS-RBJXY-2-S	Spleen	YS-RBJXY-2
YS-RBJXY-3-B	Brain	YS-RBJXY-3
YS-RBJXY-3-G	Gill	YS-RBJXY-3
YS-RBJXY-3-H	Liver	YS-RBJXY-3
YS-RBJXY-3-I	Intestine	YS-RBJXY-3
YS-RBJXY-3-K	Kidney	YS-RBJXY-3
YS-RBJXY-3-M	Muscles	YS-RBJXY-3
YS-RBJXY-3-P	Skin	YS-RBJXY-3
YS-RBJXY-3-S	Spleen	YS-RBJXY-3
YS-RWXLT-1-B	Brain	YS-RWXLT-1
YS-RWXLT-1-G	Gill	YS-RWXLT-1
YS-RWXLT-1-H	Liver	YS-RWXLT-1
YS-RWXLT-1-I	Intestine	YS-RWXLT-1
YS-RWXLT-1-K	Kidney	YS-RWXLT-1
YS-RWXLT-1-M	Muscles	YS-RWXLT-1
YS-RWXLT-1-P	Skin	YS-RWXLT-1
YS-RWXLT-1-S	Spleen	YS-RWXLT-1
YS-RWXLT-2-B	Brain	YS-RWXLT-2
YS-RWXLT-2-G	Gill	YS-RWXLT-2
YS-RWXLT-2-H	Liver	YS-RWXLT-2
YS-RWXLT-2-I	Intestine	YS-RWXLT-2
YS-RWXLT-2-K	Kidney	YS-RWXLT-2
YS-RWXLT-2-M	Muscles	YS-RWXLT-2
YS-RWXLT-2-P	Skin	YS-RWXLT-2
YS-RWXLT-2-S	Spleen	YS-RWXLT-2
YS-RWXLT-3-B	Brain	YS-RWXLT-3
YS-RWXLT-3-G	Gill	YS-RWXLT-3
YS-RWXLT-3-H	Liver	YS-RWXLT-3
YS-RWXLT-3-I	Intestine	YS-RWXLT-3
YS-RWXLT-3-K	Kidney	YS-RWXLT-3
YS-RWXLT-3-M	Muscles	YS-RWXLT-3
YS-RWXLT-3-P	Skin	YS-RWXLT-3
YS-RWXLT-3-S	Spleen	YS-RWXLT-3
YS-SDYY-1-B	Brain	YS-SDYY-1
YS-SDYY-1-G	Gill	YS-SDYY-1
YS-SDYY-1-H	Liver	YS-SDYY-1
YS-SDYY-1-I	Intestine	YS-SDYY-1
YS-SDYY-1-K	Kidney	YS-SDYY-1
YS-SDYY-1-M	Muscles	YS-SDYY-1
YS-SDYY-1-P	Skin	YS-SDYY-1
YS-SDYY-1-S	Spleen	YS-SDYY-1
YS-SDYY-2-B	Brain	YS-SDYY-2
YS-SDYY-2-G	Gill	YS-SDYY-2
YS-SDYY-2-H	Liver	YS-SDYY-2
YS-SDYY-2-I	Intestine	YS-SDYY-2
YS-SDYY-2-K	Kidney	YS-SDYY-2
YS-SDYY-2-M	Muscles	YS-SDYY-2
YS-SDYY-2-P	Skin	YS-SDYY-2
YS-SDYY-2-S	Spleen	YS-SDYY-2
YS-SDYY-3-B	Brain	YS-SDYY-3
YS-SDYY-3-G	Gill	YS-SDYY-3
YS-SDYY-3-H	Liver	YS-SDYY-3
YS-SDYY-3-I	Intestine	YS-SDYY-3
YS-SDYY-3-K	Kidney	YS-SDYY-3
YS-SDYY-3-M	Muscles	YS-SDYY-3
YS-SDYY-3-P	Skin	YS-SDYY-3
YS-SDYY-3-S	Spleen	YS-SDYY-3
YS-SLS-2-B	Brain	YS-SLS-2
YS-SLS-2-G	Gill	YS-SLS-2
YS-SLS-2-H	Liver	YS-SLS-2
YS-SLS-2-I	Intestine	YS-SLS-2
YS-SLS-2-K	Kidney	YS-SLS-2
YS-SLS-2-M	Muscles	YS-SLS-2
YS-SLS-2-P	Skin	YS-SLS-2
YS-SLS-2-S	Spleen	YS-SLS-2
YS-SLS-3-B	Brain	YS-SLS-3
YS-SLS-3-G	Gill	YS-SLS-3
YS-SLS-3-H	Liver	YS-SLS-3
YS-SLS-3-I	Intestine	YS-SLS-3
YS-SLS-3-K	Kidney	YS-SLS-3
YS-SLS-3-M	Muscles	YS-SLS-3
YS-SLS-3-P	Skin	YS-SLS-3
YS-SLS-3-S	Spleen	YS-SLS-3
YS-SQHN-1-B	Brain	YS-SQHN-1
YS-SQHN-1-G	Gill	YS-SQHN-1
YS-SQHN-1-H	Liver	YS-SQHN-1
YS-SQHN-1-I	Intestine	YS-SQHN-1
YS-SQHN-1-K	Kidney	YS-SQHN-1
YS-SQHN-1-M	Muscles	YS-SQHN-1
YS-SQHN-1-P	Skin	YS-SQHN-1
YS-SQHN-1-S	Spleen	YS-SQHN-1
YS-SQHN-2-B	Brain	YS-SQHN-2
YS-SQHN-2-G	Gill	YS-SQHN-2
YS-SQHN-2-H	Liver	YS-SQHN-2
YS-SQHN-2-I	Intestine	YS-SQHN-2
YS-SQHN-2-K	Kidney	YS-SQHN-2
YS-SQHN-2-M	Muscles	YS-SQHN-2
YS-SQHN-2-P	Skin	YS-SQHN-2
YS-SQHN-2-S	Spleen	YS-SQHN-2
YS-SQHN-3-B	Brain	YS-SQHN-3
YS-SQHN-3-G	Gill	YS-SQHN-3
YS-SQHN-3-H	Liver	YS-SQHN-3
YS-SQHN-3-I	Intestine	YS-SQHN-3
YS-SQHN-3-K	Kidney	YS-SQHN-3
YS-SQHN-3-M	Muscles	YS-SQHN-3
YS-SQHN-3-P	Skin	YS-SQHN-3
YS-SQHN-3-S	Spleen	YS-SQHN-3
YS-SZMB-1-B	Brain	YS-SZMB-1
YS-SZMB-1-G	Gill	YS-SZMB-1
YS-SZMB-1-H	Liver	YS-SZMB-1
YS-SZMB-1-I	Intestine	YS-SZMB-1
YS-SZMB-1-K	Kidney	YS-SZMB-1
YS-SZMB-1-M	Muscles	YS-SZMB-1
YS-SZMB-1-P	Skin	YS-SZMB-1
YS-SZMB-1-S	Spleen	YS-SZMB-1
YS-Y-1-B	Brain	YS-Y-1
YS-Y-1-G	Gill	YS-Y-1
YS-Y-1-H	Liver	YS-Y-1
YS-Y-1-I	Intestine	YS-Y-1
YS-Y-1-K	Kidney	YS-Y-1
YS-Y-1-M	Muscles	YS-Y-1
YS-Y-1-P	Skin	YS-Y-1
YS-Y-1-S	Spleen	YS-Y-1
YS-Y-2-B	Brain	YS-Y-2
YS-Y-2-G	Gill	YS-Y-2
YS-Y-2-H	Liver	YS-Y-2
YS-Y-2-I	Intestine	YS-Y-2
YS-Y-2-K	Kidney	YS-Y-2
YS-Y-2-M	Muscles	YS-Y-2
YS-Y-2-P	Skin	YS-Y-2
YS-Y-2-S	Spleen	YS-Y-2
YS-YC-3-B	Brain	YS-YC-3
YS-YC-3-G	Gill	YS-YC-3
YS-YC-3-H	Liver	YS-YC-3
YS-YC-3-I	Intestine	YS-YC-3
YS-YC-3-K	Kidney	YS-YC-3
YS-YC-3-M	Muscles	YS-YC-3
YS-YC-3-P	Skin	YS-YC-3
YS-YC-3-S	Spleen	YS-YC-3
YS-Z-1-B	Brain	YS-Z-1
YS-Z-1-G	Gill	YS-Z-1
YS-Z-1-H	Liver	YS-Z-1
YS-Z-1-I	Intestine	YS-Z-1
YS-Z-1-K	Kidney	YS-Z-1
YS-Z-1-M	Muscles	YS-Z-1
YS-Z-1-P	Skin	YS-Z-1
YS-Z-1-S	Spleen	YS-Z-1
YS-Z-2-B	Brain	YS-Z-2
YS-Z-2-G	Gill	YS-Z-2
YS-Z-2-H	Liver	YS-Z-2
YS-Z-2-I	Intestine	YS-Z-2
YS-Z-2-K	Kidney	YS-Z-2
YS-Z-2-M	Muscles	YS-Z-2
YS-Z-2-P	Skin	YS-Z-2
YS-Z-2-S	Spleen	YS-Z-2
YS-Z-3-B	Brain	YS-Z-3
YS-Z-3-G	Gill	YS-Z-3
YS-Z-3-H	Liver	YS-Z-3
YS-Z-3-I	Intestine	YS-Z-3
YS-Z-3-K	Kidney	YS-Z-3
YS-Z-3-M	Muscles	YS-Z-3
YS-Z-3-P	Skin	YS-Z-3
YS-Z-3-S	Spleen	YS-Z-3
YS-ZBTTT-1-B	Brain	YS-ZBTTT-1
YS-ZBTTT-1-G	Gill	YS-ZBTTT-1
YS-ZBTTT-1-H	Liver	YS-ZBTTT-1
YS-ZBTTT-1-I	Intestine	YS-ZBTTT-1
YS-ZBTTT-1-K	Kidney	YS-ZBTTT-1
YS-ZBTTT-1-M	Muscles	YS-ZBTTT-1
YS-ZBTTT-1-P	Skin	YS-ZBTTT-1
YS-ZBTTT-1-S	Spleen	YS-ZBTTT-1
YS-ZBTTT-2-B	Brain	YS-ZBTTT-2
YS-ZBTTT-2-G	Gill	YS-ZBTTT-2
YS-ZBTTT-2-H	Liver	YS-ZBTTT-2
YS-ZBTTT-2-I	Intestine	YS-ZBTTT-2
YS-ZBTTT-2-K	Kidney	YS-ZBTTT-2
YS-ZBTTT-2-M	Muscles	YS-ZBTTT-2
YS-ZBTTT-2-P	Skin	YS-ZBTTT-2
YS-ZBTTT-2-S	Spleen	YS-ZBTTT-2
YS-ZBTTT-3-B	Brain	YS-ZBTTT-3
YS-ZBTTT-3-G	Gill	YS-ZBTTT-3
YS-ZBTTT-3-H	Liver	YS-ZBTTT-3
YS-ZBTTT-3-I	Intestine	YS-ZBTTT-3
YS-ZBTTT-3-K	Kidney	YS-ZBTTT-3
YS-ZBTTT-3-M	Muscles	YS-ZBTTT-3
YS-ZBTTT-3-P	Skin	YS-ZBTTT-3
YS-ZBTTT-3-S	Spleen	YS-ZBTTT-3
YS-ZY-1-B	Brain	YS-ZY-1
YS-ZY-1-G	Gill	YS-ZY-1
YS-ZY-1-H	Liver	YS-ZY-1
YS-ZY-1-I	Intestine	YS-ZY-1
YS-ZY-1-K	Kidney	YS-ZY-1
YS-ZY-1-M	Muscles	YS-ZY-1
YS-ZY-1-P	Skin	YS-ZY-1
YS-ZY-1-S	Spleen	YS-ZY-1
