individual_id	organ_code	tissue	lib_index
YS-LTY-2	S	Spleen	YS-LTY-2-S
YS-LTY-3	B	Brain	YS-LTY-3-B
YS-LTY-3	G	Gill	YS-LTY-3-G
YS-LTY-3	H	Liver	YS-LTY-3-H
YS-LTY-3	I	Intestine	YS-LTY-3-I
YS-LTY-3	K	Kidney	YS-LTY-3-K
YS-LTY-3	M	Muscles	YS-LTY-3-M
YS-LTY-3	P	Skin	YS-LTY-3-P
YS-LTY-3	S	Spleen	YS-LTY-3-S
YS-LY-2	B	Brain	YS-LY-2-B
YS-LY-2	G	Gill	YS-LY-2-G
YS-LY-2	H	Liver	YS-LY-2-H
YS-LY-2	I	Intestine	YS-LY-2-I
YS-LY-2	K	Kidney	YS-LY-2-K
YS-LY-2	M	Muscles	YS-LY-2-M
YS-LY-2	P	Skin	YS-LY-2-P
YS-LY-2	S	Spleen	YS-LY-2-S
YS-LY-3	B	Brain	YS-LY-3-B
YS-LY-3	G	Gill	YS-LY-3-G
YS-LY-3	H	Liver	YS-LY-3-H
YS-LY-3	I	Intestine	YS-LY-3-I
YS-LY-3	K	Kidney	YS-LY-3-K
YS-LY-3	M	Muscles	YS-LY-3-M
YS-LY-3	P	Skin	YS-LY-3-P
YS-LY-3	S	Spleen	YS-LY-3-S
YS-LYS-3	B	Brain	YS-LYS-3-B
YS-LYS-3	G	Gill	YS-LYS-3-G
YS-LYS-3	H	Liver	YS-LYS-3-H
YS-LYS-3	I	Intestine	YS-LYS-3-I
YS-LYS-3	K	Kidney	YS-LYS-3-K
YS-LYS-3	M	Muscles	YS-LYS-3-M
YS-LYS-3	P	Skin	YS-LYS-3-P
YS-LYS-3	S	Spleen	YS-LYS-3-S
YS-LYXHY-1	B	Brain	YS-LYXHY-1-B
YS-LYXHY-1	G	Gill	YS-LYXHY-1-G
YS-LYXHY-1	H	Liver	YS-LYXHY-1-H
YS-LYXHY-1	I	Intestine	YS-LYXHY-1-I
YS-LYXHY-1	K	Kidney	YS-LYXHY-1-K
YS-LYXHY-1	M	Muscles	YS-LYXHY-1-M
YS-LYXHY-1	P	Skin	YS-LYXHY-1-P
YS-LYXHY-1	S	Spleen	YS-LYXHY-1-S
YS-LYXHY-2	B	Brain	YS-LYXHY-2-B
YS-LYXHY-2	G	Gill	YS-LYXHY-2-G
YS-LYXHY-2	H	Liver	YS-LYXHY-2-H
YS-LYXHY-2	I	Intestine	YS-LYXHY-2-I
YS-LYXHY-2	K	Kidney	YS-LYXHY-2-K
YS-LYXHY-2	M	Muscles	YS-LYXHY-2-M
YS-LYXHY-2	P	Skin	YS-LYXHY-2-P
YS-LYXHY-2	S	Spleen	YS-LYXHY-2-S
YS-LYXHY-3	B	Brain	YS-LYXHY-3-B
YS-LYXHY-3	G	Gill	YS-LYXHY-3-G
YS-LYXHY-3	H	Liver	YS-LYXHY-3-H
YS-LYXHY-3	I	Intestine	YS-LYXHY-3-I
YS-LYXHY-3	K	Kidney	YS-LYXHY-3-K
YS-LYXHY-3	M	Muscles	YS-LYXHY-3-M
YS-LYXHY-3	P	Skin	YS-LYXHY-3-P
YS-LYXHY-3	S	Spleen	YS-LYXHY-3-S
YS-LZMB-1	B	Brain	YS-LZMB-1-B
YS-LZMB-1	G	Gill	YS-LZMB-1-G
YS-LZMB-1	H	Liver	YS-LZMB-1-H
YS-LZMB-1	I	Intestine	YS-LZMB-1-I
YS-LZMB-1	K	Kidney	YS-LZMB-1-K
YS-LZMB-1	M	Muscles	YS-LZMB-1-M
YS-LZMB-1	P	Skin	YS-LZMB-1-P
YS-LZMB-1	S	Spleen	YS-LZMB-1-S
YS-LZMB-2	B	Brain	YS-LZMB-2-B
YS-LZMB-2	G	Gill	YS-LZMB-2-G
YS-LZMB-2	H	Liver	YS-LZMB-2-H
YS-LZMB-2	I	Intestine	YS-LZMB-2-I
YS-LZMB-2	K	Kidney	YS-LZMB-2-K
YS-LZMB-2	M	Muscles	YS-LZMB-2-M
YS-LZMB-2	P	Skin	YS-LZMB-2-P
YS-LZMB-2	S	Spleen	YS-LZMB-2-S
YS-LZMB-3	B	Brain	YS-LZMB-3-B
YS-LZMB-3	G	Gill	YS-LZMB-3-G
YS-LZMB-3	H	Liver	YS-LZMB-3-H
YS-LZMB-3	I	Intestine	YS-LZMB-3-I
YS-LZMB-3	K	Kidney	YS-LZMB-3-K
YS-LZMB-3	M	Muscles	YS-LZMB-3-M
YS-LZMB-3	P	Skin	YS-LZMB-3-P
YS-LZMB-3	S	Spleen	YS-LZMB-3-S
YS-LZY-1	B	Brain	YS-LZY-1-B
YS-LZY-1	G	Gill	YS-LZY-1-G
YS-LZY-1	H	Liver	YS-LZY-1-H
YS-LZY-1	I	Intestine	YS-LZY-1-I
YS-LZY-1	K	Kidney	YS-LZY-1-K
YS-LZY-1	M	Muscles	YS-LZY-1-M
YS-LZY-1	P	Skin	YS-LZY-1-P
YS-LZY-1	S	Spleen	YS-LZY-1-S
YS-LZY-2	B	Brain	YS-LZY-2-B
YS-LZY-2	G	Gill	YS-LZY-2-G
YS-LZY-2	H	Liver	YS-LZY-2-H
YS-LZY-2	I	Intestine	YS-LZY-2-I
YS-LZY-2	K	Kidney	YS-LZY-2-K
YS-LZY-2	M	Muscles	YS-LZY-2-M
YS-LZY-2	P	Skin	YS-LZY-2-P
YS-LZY-2	S	Spleen	YS-LZY-2-S
YS-LZY-3	B	Brain	YS-LZY-3-B
YS-LZY-3	G	Gill	YS-LZY-3-G
YS-LZY-3	H	Liver	YS-LZY-3-H
YS-LZY-3	I	Intestine	YS-LZY-3-I
YS-LZY-3	K	Kidney	YS-LZY-3-K
YS-LZY-3	M	Muscles	YS-LZY-3-M
YS-LZY-3	P	Skin	YS-LZY-3-P
YS-LZY-3	S	Spleen	YS-LZY-3-S
YS-MSXX-1	B	Brain	YS-MSXX-1-B
YS-MSXX-1	G	Gill	YS-MSXX-1-G
YS-MSXX-1	H	Liver	YS-MSXX-1-H
YS-MSXX-1	I	Intestine	YS-MSXX-1-I
YS-MSXX-1	K	Kidney	YS-MSXX-1-K
YS-MSXX-1	M	Muscles	YS-MSXX-1-M
YS-MSXX-1	P	Skin	YS-MSXX-1-P
YS-MSXX-1	S	Spleen	YS-MSXX-1-S
YS-MSXX-2	B	Brain	YS-MSXX-2-B
YS-MSXX-2	G	Gill	YS-MSXX-2-G
YS-MSXX-2	H	Liver	YS-MSXX-2-H
YS-MSXX-2	I	Intestine	YS-MSXX-2-I
YS-MSXX-2	K	Kidney	YS-MSXX-2-K
YS-MSXX-2	M	Muscles	YS-MSXX-2-M
YS-MSXX-2	P	Skin	YS-MSXX-2-P
YS-MSXX-2	S	Spleen	YS-MSXX-2-S
YS-MSXX-3	B	Brain	YS-MSXX-3-B
YS-MSXX-3	G	Gill	YS-MSXX-3-G
YS-MSXX-3	H	Liver	YS-MSXX-3-H
YS-MSXX-3	I	Intestine	YS-MSXX-3-I
YS-MSXX-3	K	Kidney	YS-MSXX-3-K
YS-MSXX-3	M	Muscles	YS-MSXX-3-M
YS-MSXX-3	P	Skin	YS-MSXX-3-P
YS-MSXX-3	S	Spleen	YS-MSXX-3-S
YS-PSJGY-1	B	Brain	YS-PSJGY-1-B
YS-PSJGY-1	G	Gill	YS-PSJGY-1-G
YS-PSJGY-1	H	Liver	YS-PSJGY-1-H
YS-PSJGY-1	I	Intestine	YS-PSJGY-1-I
YS-PSJGY-1	K	Kidney	YS-PSJGY-1-K
YS-PSJGY-1	M	Muscles	YS-PSJGY-1-M
YS-PSJGY-1	P	Skin	YS-PSJGY-1-P
YS-PSJGY-1	S	Spleen	YS-PSJGY-1-S
YS-PSJGY-2	B	Brain	YS-PSJGY-2-B
YS-PSJGY-2	G	Gill	YS-PSJGY-2-G
YS-PSJGY-2	H	Liver	YS-PSJGY-2-H
YS-PSJGY-2	I	Intestine	YS-PSJGY-2-I
YS-PSJGY-2	K	Kidney	YS-PSJGY-2-K
YS-PSJGY-2	M	Muscles	YS-PSJGY-2-M
YS-PSJGY-2	P	Skin	YS-PSJGY-2-P
YS-PSJGY-2	S	Spleen	YS-PSJGY-2-S
YS-PSJGY-3	B	Brain	YS-PSJGY-3-B
YS-PSJGY-3	G	Gill	YS-PSJGY-3-G
YS-PSJGY-3	H	Liver	YS-PSJGY-3-H
YS-PSJGY-3	I	Intestine	YS-PSJGY-3-I
YS-PSJGY-3	K	Kidney	YS-PSJGY-3-K
YS-PSJGY-3	M	Muscles	YS-PSJGY-3-M
YS-PSJGY-3	P	Skin	YS-PSJGY-3-P
YS-PSJGY-3	S	Spleen	YS-PSJGY-3-S
YS-QLXSD-1	B	Brain	YS-QLXSD-1-B
YS-QLXSD-1	G	Gill	YS-QLXSD-1-G
YS-QLXSD-1	H	Liver	YS-QLXSD-1-H
YS-QLXSD-1	I	Intestine	YS-QLXSD-1-I
YS-QLXSD-1	K	Kidney	YS-QLXSD-1-K
YS-QLXSD-1	M	Muscles	YS-QLXSD-1-M
YS-QLXSD-1	P	Skin	YS-QLXSD-1-P
YS-QLXSD-1	S	Spleen	YS-QLXSD-1-S
YS-QLXSD-2	B	Brain	YS-QLXSD-2-B
YS-QLXSD-2	G	Gill	YS-QLXSD-2-G
YS-QLXSD-2	H	Liver	YS-QLXSD-2-H
YS-QLXSD-2	I	Intestine	YS-QLXSD-2-I
YS-QLXSD-2	K	Kidney	YS-QLXSD-2-K
YS-QLXSD-2	M	Muscles	YS-QLXSD-2-M
YS-QLXSD-2	P	Skin	YS-QLXSD-2-P
YS-QLXSD-2	S	Spleen	YS-QLXSD-2-S
YS-QLXSD-3	B	Brain	YS-QLXSD-3-B
YS-QLXSD-3	G	Gill	YS-QLXSD-3-G
YS-QLXSD-3	H	Liver	YS-QLXSD-3-H
YS-QLXSD-3	I	Intestine	YS-QLXSD-3-I
YS-QLXSD-3	K	Kidney	YS-QLXSD-3-K
YS-QLXSD-3	M	Muscles	YS-QLXSD-3-M
YS-QLXSD-3	P	Skin	YS-QLXSD-3-P
YS-QLXSD-3	S	Spleen	YS-QLXSD-3-S
YS-QXDDY-1	B	Brain	YS-QXDDY-1-B
YS-QXDDY-1	G	Gill	YS-QXDDY-1-G
YS-QXDDY-1	H	Liver	YS-QXDDY-1-H
YS-QXDDY-1	I	Intestine	YS-QXDDY-1-I
YS-QXDDY-1	K	Kidney	YS-QXDDY-1-K
YS-QXDDY-1	M	Muscles	YS-QXDDY-1-M
YS-QXDDY-1	P	Skin	YS-QXDDY-1-P
YS-QXDDY-1	S	Spleen	YS-QXDDY-1-S
YS-QXDDY-2	B	Brain	YS-QXDDY-2-B
YS-QXDDY-2	G	Gill	YS-QXDDY-2-G
YS-QXDDY-2	H	Liver	YS-QXDDY-2-H
YS-QXDDY-2	I	Intestine	YS-QXDDY-2-I
YS-QXDDY-2	K	Kidney	YS-QXDDY-2-K
YS-QXDDY-2	M	Muscles	YS-QXDDY-2-M
YS-QXDDY-2	P	Skin	YS-QXDDY-2-P
YS-QXDDY-2	S	Spleen	YS-QXDDY-2-S
YS-QXDDY-3	B	Brain	YS-QXDDY-3-B
YS-QXDDY-3	G	Gill	YS-QXDDY-3-G
YS-QXDDY-3	H	Liver	YS-QXDDY-3-H
YS-QXDDY-3	I	Intestine	YS-QXDDY-3-I
YS-QXDDY-3	K	Kidney	YS-QXDDY-3-K
YS-QXDDY-3	M	Muscles	YS-QXDDY-3-M
YS-QXDDY-3	P	Skin	YS-QXDDY-3-P
YS-QXDDY-3	S	Spleen	YS-QXDDY-3-S
YS-RBJXY-1	B	Brain	YS-RBJXY-1-B
YS-RBJXY-1	G	Gill	YS-RBJXY-1-G
YS-RBJXY-1	H	Liver	YS-RBJXY-1-H
YS-RBJXY-1	I	Intestine	YS-RBJXY-1-I
YS-RBJXY-1	K	Kidney	YS-RBJXY-1-K
YS-RBJXY-1	M	Muscles	YS-RBJXY-1-M
YS-RBJXY-1	P	Skin	YS-RBJXY-1-P
YS-RBJXY-1	S	Spleen	YS-RBJXY-1-S
YS-RBJXY-2	B	Brain	YS-RBJXY-2-B
YS-RBJXY-2	G	Gill	YS-RBJXY-2-G
YS-RBJXY-2	H	Liver	YS-RBJXY-2-H
YS-RBJXY-2	I	Intestine	YS-RBJXY-2-I
YS-RBJXY-2	K	Kidney	YS-RBJXY-2-K
YS-RBJXY-2	M	Muscles	YS-RBJXY-2-M
YS-RBJXY-2	P	Skin	YS-RBJXY-2-P
YS-RBJXY-2	S	Spleen	YS-RBJXY-2-S
YS-RBJXY-3	B	Brain	YS-RBJXY-3-B
YS-RBJXY-3	G	Gill	YS-RBJXY-3-G
YS-RBJXY-3	H	Liver	YS-RBJXY-3-H
YS-RBJXY-3	I	Intestine	YS-RBJXY-3-I
YS-RBJXY-3	K	Kidney	YS-RBJXY-3-K
YS-RBJXY-3	M	Muscles	YS-RBJXY-3-M
YS-RBJXY-3	P	Skin	YS-RBJXY-3-P
YS-RBJXY-3	S	Spleen	YS-RBJXY-3-S
YS-RWXLT-1	B	Brain	YS-RWXLT-1-B
YS-RWXLT-1	G	Gill	YS-RWXLT-1-G
YS-RWXLT-1	H	Liver	YS-RWXLT-1-H
YS-RWXLT-1	I	Intestine	YS-RWXLT-1-I
YS-RWXLT-1	K	Kidney	YS-RWXLT-1-K
YS-RWXLT-1	M	Muscles	YS-RWXLT-1-M
YS-RWXLT-1	P	Skin	YS-RWXLT-1-P
YS-RWXLT-1	S	Spleen	YS-RWXLT-1-S
YS-RWXLT-2	B	Brain	YS-RWXLT-2-B
YS-RWXLT-2	G	Gill	YS-RWXLT-2-G
YS-RWXLT-2	H	Liver	YS-RWXLT-2-H
YS-RWXLT-2	I	Intestine	YS-RWXLT-2-I
YS-RWXLT-2	K	Kidney	YS-RWXLT-2-K
YS-RWXLT-2	M	Muscles	YS-RWXLT-2-M
YS-RWXLT-2	P	Skin	YS-RWXLT-2-P
YS-RWXLT-2	S	Spleen	YS-RWXLT-2-S
YS-RWXLT-3	B	Brain	YS-RWXLT-3-B
YS-RWXLT-3	G	Gill	YS-RWXLT-3-G
YS-RWXLT-3	H	Liver	YS-RWXLT-3-H
YS-RWXLT-3	I	Intestine	YS-RWXLT-3-I
YS-RWXLT-3	K	Kidney	YS-RWXLT-3-K
YS-RWXLT-3	M	Muscles	YS-RWXLT-3-M
YS-RWXLT-3	P	Skin	YS-RWXLT-3-P
YS-RWXLT-3	S	Spleen	YS-RWXLT-3-S
YS-SDYY-1	B	Brain	YS-SDYY-1-B
YS-SDYY-1	G	Gill	YS-SDYY-1-G
YS-SDYY-1	H	Liver	YS-SDYY-1-H
YS-SDYY-1	I	Intestine	YS-SDYY-1-I
YS-SDYY-1	K	Kidney	YS-SDYY-1-K
YS-SDYY-1	M	Muscles	YS-SDYY-1-M
YS-SDYY-1	P	Skin	YS-SDYY-1-P
YS-SDYY-1	S	Spleen	YS-SDYY-1-S
YS-SDYY-2	B	Brain	YS-SDYY-2-B
YS-SDYY-2	G	Gill	YS-SDYY-2-G
YS-SDYY-2	H	Liver	YS-SDYY-2-H
YS-SDYY-2	I	Intestine	YS-SDYY-2-I
YS-SDYY-2	K	Kidney	YS-SDYY-2-K
YS-SDYY-2	M	Muscles	YS-SDYY-2-M
YS-SDYY-2	P	Skin	YS-SDYY-2-P
YS-SDYY-2	S	Spleen	YS-SDYY-2-S
YS-SDYY-3	B	Brain	YS-SDYY-3-B
YS-SDYY-3	G	Gill	YS-SDYY-3-G
YS-SDYY-3	H	Liver	YS-SDYY-3-H
YS-SDYY-3	I	Intestine	YS-SDYY-3-I
YS-SDYY-3	K	Kidney	YS-SDYY-3-K
YS-SDYY-3	M	Muscles	YS-SDYY-3-M
YS-SDYY-3	P	Skin	YS-SDYY-3-P
YS-SDYY-3	S	Spleen	YS-SDYY-3-S
YS-SLS-2	B	Brain	YS-SLS-2-B
YS-SLS-2	G	Gill	YS-SLS-2-G
YS-SLS-2	H	Liver	YS-SLS-2-H
YS-SLS-2	I	Intestine	YS-SLS-2-I
YS-SLS-2	K	Kidney	YS-SLS-2-K
YS-SLS-2	M	Muscles	YS-SLS-2-M
YS-SLS-2	P	Skin	YS-SLS-2-P
YS-SLS-2	S	Spleen	YS-SLS-2-S
YS-SLS-3	B	Brain	YS-SLS-3-B
YS-SLS-3	G	Gill	YS-SLS-3-G
YS-SLS-3	H	Liver	YS-SLS-3-H
YS-SLS-3	I	Intestine	YS-SLS-3-I
YS-SLS-3	K	Kidney	YS-SLS-3-K
YS-SLS-3	M	Muscles	YS-SLS-3-M
YS-SLS-3	P	Skin	YS-SLS-3-P
YS-SLS-3	S	Spleen	YS-SLS-3-S
YS-SQHN-1	B	Brain	YS-SQHN-1-B
YS-SQHN-1	G	Gill	YS-SQHN-1-G
YS-SQHN-1	H	Liver	YS-SQHN-1-H
YS-SQHN-1	I	Intestine	YS-SQHN-1-I
YS-SQHN-1	K	Kidney	YS-SQHN-1-K
YS-SQHN-1	M	Muscles	YS-SQHN-1-M
YS-SQHN-1	P	Skin	YS-SQHN-1-P
YS-SQHN-1	S	Spleen	YS-SQHN-1-S
YS-SQHN-2	B	Brain	YS-SQHN-2-B
YS-SQHN-2	G	Gill	YS-SQHN-2-G
YS-SQHN-2	H	Liver	YS-SQHN-2-H
YS-SQHN-2	I	Intestine	YS-SQHN-2-I
YS-SQHN-2	K	Kidney	YS-SQHN-2-K
YS-SQHN-2	M	Muscles	YS-SQHN-2-M
YS-SQHN-2	P	Skin	YS-SQHN-2-P
YS-SQHN-2	S	Spleen	YS-SQHN-2-S
YS-SQHN-3	B	Brain	YS-SQHN-3-B
YS-SQHN-3	G	Gill	YS-SQHN-3-G
YS-SQHN-3	H	Liver	YS-SQHN-3-H
YS-SQHN-3	I	Intestine	YS-SQHN-3-I
YS-SQHN-3	K	Kidney	YS-SQHN-3-K
YS-SQHN-3	M	Muscles	YS-SQHN-3-M
YS-SQHN-3	P	Skin	YS-SQHN-3-P
YS-SQHN-3	S	Spleen	YS-SQHN-3-S
YS-SZMB-1	B	Brain	YS-SZMB-1-B
YS-SZMB-1	G	Gill	YS-SZMB-1-G
YS-SZMB-1	H	Liver	YS-SZMB-1-H
YS-SZMB-1	I	Intestine	YS-SZMB-1-I
YS-SZMB-1	K	Kidney	YS-SZMB-1-K
YS-SZMB-1	M	Muscles	YS-SZMB-1-M
YS-SZMB-1	P	Skin	YS-SZMB-1-P
YS-SZMB-1	S	Spleen	YS-SZMB-1-S
YS-Y-1	B	Brain	YS-Y-1-B
YS-Y-1	G	Gill	YS-Y-1-G
YS-Y-1	H	Liver	YS-Y-1-H
YS-Y-1	I	Intestine	YS-Y-1-I
YS-Y-1	K	Kidney	YS-Y-1-K
YS-Y-1	M	Muscles	YS-Y-1-M
YS-Y-1	P	Skin	YS-Y-1-P
YS-Y-1	S	Spleen	YS-Y-1-S
YS-Y-2	B	Brain	YS-Y-2-B
YS-Y-2	G	Gill	YS-Y-2-G
YS-Y-2	H	Liver	YS-Y-2-H
YS-Y-2	I	Intestine	YS-Y-2-I
YS-Y-2	K	Kidney	YS-Y-2-K
YS-Y-2	M	Muscles	YS-Y-2-M
YS-Y-2	P	Skin	YS-Y-2-P
YS-Y-2	S	Spleen	YS-Y-2-S
YS-YC-3	B	Brain	YS-YC-3-B
YS-YC-3	G	Gill	YS-YC-3-G
YS-YC-3	H	Liver	YS-YC-3-H
YS-YC-3	I	Intestine	YS-YC-3-I
YS-YC-3	K	Kidney	YS-YC-3-K
YS-YC-3	M	Muscles	YS-YC-3-M
YS-YC-3	P	Skin	YS-YC-3-P
YS-YC-3	S	Spleen	YS-YC-3-S
YS-Z-1	B	Brain	YS-Z-1-B
YS-Z-1	G	Gill	YS-Z-1-G
YS-Z-1	H	Liver	YS-Z-1-H
YS-Z-1	I	Intestine	YS-Z-1-I
YS-Z-1	K	Kidney	YS-Z-1-K
YS-Z-1	M	Muscles	YS-Z-1-M
YS-Z-1	P	Skin	YS-Z-1-P
YS-Z-1	S	Spleen	YS-Z-1-S
YS-Z-2	B	Brain	YS-Z-2-B
YS-Z-2	G	Gill	YS-Z-2-G
YS-Z-2	H	Liver	YS-Z-2-H
YS-Z-2	I	Intestine	YS-Z-2-I
YS-Z-2	K	Kidney	YS-Z-2-K
YS-Z-2	M	Muscles	YS-Z-2-M
YS-Z-2	P	Skin	YS-Z-2-P
YS-Z-2	S	Spleen	YS-Z-2-S
YS-Z-3	B	Brain	YS-Z-3-B
YS-Z-3	G	Gill	YS-Z-3-G
YS-Z-3	H	Liver	YS-Z-3-H
YS-Z-3	I	Intestine	YS-Z-3-I
YS-Z-3	K	Kidney	YS-Z-3-K
YS-Z-3	M	Muscles	YS-Z-3-M
YS-Z-3	P	Skin	YS-Z-3-P
YS-Z-3	S	Spleen	YS-Z-3-S
YS-ZBTTT-1	B	Brain	YS-ZBTTT-1-B
YS-ZBTTT-1	G	Gill	YS-ZBTTT-1-G
YS-ZBTTT-1	H	Liver	YS-ZBTTT-1-H
YS-ZBTTT-1	I	Intestine	YS-ZBTTT-1-I
YS-ZBTTT-1	K	Kidney	YS-ZBTTT-1-K
YS-ZBTTT-1	M	Muscles	YS-ZBTTT-1-M
YS-ZBTTT-1	P	Skin	YS-ZBTTT-1-P
YS-ZBTTT-1	S	Spleen	YS-ZBTTT-1-S
YS-ZBTTT-2	B	Brain	YS-ZBTTT-2-B
YS-ZBTTT-2	G	Gill	YS-ZBTTT-2-G
YS-ZBTTT-2	H	Liver	YS-ZBTTT-2-H
YS-ZBTTT-2	I	Intestine	YS-ZBTTT-2-I
YS-ZBTTT-2	K	Kidney	YS-ZBTTT-2-K
YS-ZBTTT-2	M	Muscles	YS-ZBTTT-2-M
YS-ZBTTT-2	P	Skin	YS-ZBTTT-2-P
YS-ZBTTT-2	S	Spleen	YS-ZBTTT-2-S
YS-ZBTTT-3	B	Brain	YS-ZBTTT-3-B
YS-ZBTTT-3	G	Gill	YS-ZBTTT-3-G
YS-ZBTTT-3	H	Liver	YS-ZBTTT-3-H
YS-ZBTTT-3	I	Intestine	YS-ZBTTT-3-I
YS-ZBTTT-3	K	Kidney	YS-ZBTTT-3-K
YS-ZBTTT-3	M	Muscles	YS-ZBTTT-3-M
YS-ZBTTT-3	P	Skin	YS-ZBTTT-3-P
YS-ZBTTT-3	S	Spleen	YS-ZBTTT-3-S
YS-ZY-1	B	Brain	YS-ZY-1-B
YS-ZY-1	G	Gill	YS-ZY-1-G
YS-ZY-1	H	Liver	YS-ZY-1-H
YS-ZY-1	I	Intestine	YS-ZY-1-I
YS-ZY-1	K	Kidney	YS-ZY-1-K
YS-ZY-1	M	Muscles	YS-ZY-1-M
YS-ZY-1	P	Skin	YS-ZY-1-P
YS-ZY-1	S	Spleen	YS-ZY-1-S
