"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Wenzhou pacific spadenose shark astrovirus 2","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Wenzhou pacific spadenose shark astrovirus 2","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Odontamblyopus rubicundus hepacivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Johnius belangerii hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Telatrygon zugei hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Bombay duck fish bornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai astrovirus LZMB","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai astrovirus LZMB","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai astrovirus LZMB","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai astrovirus LZMB","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai astrovirus LZMB","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai astrovirus LZMB","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai astrovirus LZMB","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai astrovirus LZMB","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai astrovirus LZMB","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Johnius belangerii hepacivirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Telatrygon zugei hepacivirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Bombay duck fish bornavirus",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Paramonacanthus sulcatus filovirus",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai filovirus 2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai filovirus 3",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai rhabdovirus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai paramyxovirus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai paramyxovirus 2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Psenopsis anomala artervirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai amnoonvirus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Arius arius calicivirus",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Psenopsis anomala picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Leiognathus ruconius picornavirus",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Polydactylus sextarius picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Bregmaceros mcclellandi picornavirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Gymnothorax reevesii picornavirus",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Micropterus salmoides reovirus",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Wenzhou pacific spadenose shark reovirus 2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai reo-like virus 1",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai reo-like virus 2",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai reo-like virus 4",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai reo-like virus 5",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Nanhai reo-like virus 6",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Asian seabass Nervous Necrosis Virus",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Aliivibrio fischeri",2,5,0,0.0892857142857143,-0.0291482018664544,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Acinetobacter johnsonii",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Pseudomonas aeruginosa",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Vibrio ponticus",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Photobacterium swingsii",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Photobacterium damselae",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Photobacterium sp. QLXSD",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Clostridium sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Photobacterium sp.",2,8,0,0.142857142857143,-0.0373978796003383,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Vibrio sp. Y",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Clostridium sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Pseudoloma sp. FJ",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Glugea plecoglossi",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Toxocara sp. CTSZ",2,19,0,0.339285714285714,-0.0609472313143721,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Lepeophtheirus sp. SQHN",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Toxoplasma sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Toxocara sp. LYS",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Besnoitia sp. HKL",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Caligus sp. RWXLT",2,2,0,0.0357142857142857,-0.0181818181818182,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Hydatigera sp. SDYY",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Cystoisospora sp. DSLT-2",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Sarcocystidae sp. DSLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Sarcocystidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Toxocaridae sp. Z",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Eimeria sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Taeniidae sp. QLXSDD",2,4,0,0.0714285714285714,-0.0259499648053841,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Taeniidae sp. LZY",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Taeniidae sp. HBSZ",2,3,0,0.0535714285714286,-0.0223700025520446,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Opisthorchiidae sp. SZMB",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Odontamblyopus rubicundus hepacivirus","Eimeriorina sp. RWXLT",2,1,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Telatrygon zugei hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Bombay duck fish bornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai rhabdovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Johnius belangerii hepacivirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Johnius belangerii hepacivirus","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Johnius belangerii hepacivirus","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Johnius belangerii hepacivirus","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Johnius belangerii hepacivirus","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Johnius belangerii hepacivirus","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Johnius belangerii hepacivirus","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Johnius belangerii hepacivirus","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Johnius belangerii hepacivirus","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Johnius belangerii hepacivirus","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Bombay duck fish bornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai rhabdovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Telatrygon zugei hepacivirus","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
