host_order	species	species_abbreviation	lib_index	total_reads	qc_filtered_reads	qc_retained_pct	pre_rRNA_reads	qc_filtered_loss_reads	qc_filtered_loss_pct	rRNA_reads	rRNA_reads_pct	rRNA_reads_pct_total	remaining_reads	remaining_reads_pct	remaining_reads_pct_total	remaining_reads_pct_input
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-1-P	72094934	72094914	99.99997225879977	69719368	2375566	3.295052603834827	2720930	3.9026888482408504	3.7740931977273187	66998438	96.09731115175914	92.93085419843786	96.09731120000001
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-1-S	72787332	72787304	99.99996153176764	69078380	3708952	5.095600976279774	9101662	13.175847493817892	12.504458880289773	59976718	86.8241525061821	82.39994014343046	86.8241525
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-B	67261450	67261426	99.99996431834282	62652584	4608866	6.852165690748564	7424210	11.849806545888036	11.037838167330618	55228374	88.15019345411197	82.10999614192082	88.1501935
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-G	74233204	74233190	99.99998114051496	69738142	4495062	6.055325323153235	5977034	8.57068145004494	8.051698805833572	63761108	91.42931854995506	85.89297587101319	91.4293185
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-H	81970030	81969990	99.999951201677	78669212	3300818	4.026859572943916	2706640	3.440532746152332	3.3019873239036266	75962572	96.55946725384767	92.67115310315246	96.5594673
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-I	71655162	71655152	99.99998604427131	67119234	4535928	6.330218051841122	5929394	8.834120484748082	8.274901395101166	61189840	91.16587951525192	85.39488055305772	91.1658795
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-K	74202416	74202402	99.9999811326898	66537154	7665262	10.330205420804628	6523486	9.804275668298047	8.791473851740893	60013668	90.19572433170195	80.87832072745448	90.1957243
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-M	77103292	77103142	99.99980545577742	48318794	28784498	37.33238523719584	1309824	2.7107961345227283	1.69879127858769	47008970	97.28920386547728	60.96882348421647	97.2892039
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-P	75929010	75928996	99.99998156172457	55810858	20118152	26.496001989226517	7477498	13.397926976861742	9.84801197855734	48333360	86.60207302313826	63.65598603221615	86.602073
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-2-S	66877268	66877128	99.99979066130513	63273096	3604172	5.389233304207343	6960544	11.000795662029878	10.407937118483966	56312552	88.99920433797013	84.20282957730869	88.9992043
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-B	79424808	79424788	99.99997481895078	73031990	6392818	8.048893237488217	6550296	8.969077797277604	8.24716630098747	66481694	91.0309222027224	83.70394046152431	91.03092219999999
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-G	76486780	76486690	99.99988233260702	72917226	3569554	4.666890147552296	2032976	2.7880599846187235	2.6579442878887045	70884250	97.21194001538127	92.675165564559	97.21194
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-H	68536804	68536684	99.99982491159057	66363446	2173358	3.171081627908999	2681426	4.040516521700817	3.912388444608535	63682020	95.95948347829918	92.91652992748247	95.9594835
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-I	65593524	65593506	99.99997255826658	61233644	4359880	6.646814706890882	6112152	9.98168915114704	9.318224768652467	55121492	90.01831084885296	84.03496052445665	90.0183108
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-K	75524144	75524036	99.99985699937228	69676652	5847492	7.7425465424672675	4842320	6.949702462741752	6.411618515000978	64834332	93.05029753725825	85.84583494253175	93.0502975
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-M	70665078	70665036	99.99994056470156	60740424	9924654	14.044637437462391	6364112	10.477556100036443	9.0060213334796	54376312	89.52244389996356	76.949341229058	89.5224439
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-P	86506412	86506342	99.99991908114279	78157306	8349106	9.65143023155324	2194964	2.8083926024778796	2.537342549821625	75962342	97.19160739752212	87.81122721862513	97.1916074
Clupeiformes	Nematalosa japonica	Ne. japonica	YS-BJ-3-S	69765492	69765492	100	66921094	2844398	4.077084413021842	4199080	6.274673274169726	6.018849548140505	62722014	93.72532672583027	89.90406603883766	93.7253267
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-B	74700692	74700690	99.99999732264862	67644750	7055942	9.445617987046225	4389602	6.48919834872625	5.876253462283857	63255148	93.51080165127375	84.67812855066992	93.5108017
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-G	85278632	85278536	99.99988742783772	76885490	8393142	9.842022325123603	4391572	5.711834573727761	5.149674539807346	72493918	94.28816542627224	85.00830313506906	94.2881654
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-H	70313740	70313726	99.99998008924003	65306778	5006962	7.120887041423198	3748420	5.739710509068447	5.330992207212986	61558358	94.26028949093156	87.54812075136381	94.2602895
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-I	70264456	70264368	99.99987475886813	67025174	3239282	4.610128910697038	2403228	3.5855602553154133	3.420261305374655	64621946	96.41443974468459	91.9696097839283	96.4144397
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-K	67600140	67600118	99.9999674556887	59872358	7727782	11.431606502590084	3533384	5.901528047383736	5.226888583366839	56338974	94.09847195261626	83.34150491404307	94.098472
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-M	72835134	72835036	99.99986544955077	69507094	3328040	4.569278337567142	4976228	7.159309523140185	6.832180743979959	64530866	92.84069047685982	88.5985409184529	92.8406905
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-P	69315388	69315330	99.99991632449637	59435314	9880074	14.253795996929282	4674800	7.86535762223785	6.744245592335139	54760514	92.13464237776215	79.00195841073558	92.1346424
Clupeiformes	Sardinella fijiensis	Sa. fijiensis	YS-QLXSD-1-S	60441826	60441778	99.99992058479503	58625612	1816214	3.0048959804755073	969652	1.6539733521246653	1.6042731733485351	57655960	98.34602664787533	95.39083084617596	98.3460266
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-B	102053892	102053820	99.99992944904051	89492808	12561084	12.308285116651897	3699598	4.133961245243305	3.6251415085668657	85793210	95.8660387547567	84.06657337478124	95.8660388
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-G	76507100	76507080	99.99997385863534	70187940	6319160	8.259573294504692	2451104	3.492201081838276	3.203760173892358	67736836	96.50779891816173	88.53666653160295	96.5077989
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-H	117187708	117187698	99.9999914666818	107962350	9225358	7.872291520540704	2975248	2.7558199687205773	2.5388737870016196	104987102	97.24418003127943	89.58883469245768	97.24418
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-I	66495116	66495106	99.99998496130152	60714998	5780118	8.692545178806816	2915778	4.802401541708031	4.384950618027345	57799220	95.19759845829196	86.92250420316584	95.1975985
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-K	90365358	90365310	99.99994688229974	73893234	16472124	18.22836135944927	6026180	8.155252752911045	6.668683811333985	67867054	91.84474724708896	75.10295482921674	91.8447472
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-M	67763220	67763212	99.99998819418558	64603844	3159376	4.662375843414761	1345906	2.0833218531083073	1.9861895582884048	63257938	97.9166781468917	93.35143459829683	97.9166781
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-P	73702524	73702452	99.99990230999416	69243550	4458974	6.049961056964617	3239228	4.678021274183661	4.395002808859029	66004322	95.32197872581634	89.55503613417635	95.3219787
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-1-S	79819538	79819538	100	66148506	13671032	17.127425618524626	2238106	3.3834566120057192	2.8039575974493864	63910400	96.61654338799428	80.06861678402599	96.6165434
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-B	90337428	90337424	99.99999557215642	74063152	16274276	18.014987099256356	2511560	3.391106011799228	2.78019870125149	71551592	96.60889398820078	79.20481419949215	96.608894
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-G	92102518	92102498	99.99997828506709	87246584	4855934	5.272314053346511	5415204	6.206780542834777	5.879539580014523	81831380	93.79321945716522	88.84814636663897	93.7932195
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-H	75645986	75645970	99.99997884884466	71998632	3647354	4.821609437412846	5225612	7.257932345159002	6.907983194243776	66773020	92.742067654841	88.27040736834338	92.74206769999999
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-I	32677678	32677660	99.99994491652681	26490360	6187318	18.93438695368747	3281890	12.388997356019322	10.043216656948514	23208470	87.61100264398068	71.02239638936402	87.61100259999999
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-K	66490758	66490678	99.99987968252671	62381704	4109054	6.179887436386272	2758184	4.421463062310706	4.148221622018506	59623520	95.5785369376893	89.67189094159522	95.5785369
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-M	71518118	71518024	99.99986856477403	66866388	4651730	6.504267911524182	4197826	6.277931447411216	5.8695979667697635	62668562	93.72206855258878	87.62613412170606	93.7220686
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-P	79182408	79182384	99.99996969023725	73125150	6057258	7.6497522025346845	1281706	1.7527567464818876	1.618675198662814	71843444	98.2472432535181	90.7315725988025	98.2472433
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-2-S	68752478	68752472	99.99999127304183	59569862	9182616	13.3560509629922	3443808	5.781124690199887	5.008994730342665	56126054	94.21887530980011	81.63495430666514	94.21887530000001
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-B	74215690	74215690	100	69357376	4858314	6.5462087598996925	3772986	5.43992033377964	5.083811792358193	65584390	94.56007966622036	88.36997944774211	94.5600797
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-G	67999706	67999690	99.9999764704865	64877690	3122016	4.591219850274059	5072750	7.818943615285932	7.459958723939189	59804940	92.18105638471407	87.94882142578675	92.1810564
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-H	75783654	75783632	99.99997096999309	67894186	7889468	10.41051411957518	7545962	11.114297769178645	9.957242230626672	60348224	88.88570223082135	79.63224364979814	88.88570220000001
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-I	73844544	73844510	99.99995395732961	70506440	3338104	4.520447712426797	750030	1.0637751672045845	1.0156877669933204	69756410	98.93622483279542	94.46386452057988	98.9362248
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-K	74029268	74029246	99.99997028202414	67413268	6616000	8.937005833962859	1595280	2.3664184326444464	2.1549314792630394	65817988	97.63358156735555	88.9080626867741	97.6335816
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-M	85701448	85701432	99.99998133053714	75648366	10053082	11.730352560670854	4724226	6.244980889607054	5.512422613909627	70924140	93.75501911039295	82.75722482541951	93.7550191
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-P	82293308	82293270	99.99995382370581	67954864	14338444	17.42358443046183	1727920	2.5427466089844577	2.0997090067153454	66226944	97.45725339101554	80.47670656282283	97.4572534
Clupeiformes	Sardinella lemuru	Sa. lemuru	YS-JSXSD-3-S	72111384	72111294	99.9998751930763	68687876	3423508	4.7475277967206955	2571024	3.7430535776066214	3.565351068563599	66116852	96.25694642239338	91.68712113471571	96.2569464
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-B	76511574	76511550	99.99996863219674	69069086	7442488	9.727270804806604	1169880	1.6937823674110875	1.5290235696889467	67899206	98.30621763258891	88.74370562550445	98.3062176
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-G	72338418	72338398	99.99997235217391	69520922	2817496	3.8948819699098203	6524652	9.38516321748437	9.019622187479964	62996270	90.61483678251562	87.08549584261021	90.61483679999999
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-H	79472906	79472842	99.99991946941012	71309286	8163620	10.272205221739343	6709882	9.409548708705342	8.442980554907606	64599404	90.59045129129466	81.28481422335305	90.5904513
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-I	70475400	70475376	99.99996594556399	68313088	2162312	3.068179818773643	658432	0.9638445856817364	0.9342721006195069	67654656	99.03615541431826	95.99754808060685	99.0361554
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-K	86432278	86432262	99.9999814883972	74132190	12300088	14.230896471339099	1799480	2.4273935519778926	2.081953688643958	72332710	97.57260644802211	83.68714984001694	97.5726064
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-M	78995158	78995106	99.99993417318059	71678286	7316872	9.262430996087128	2716706	3.790138062174087	3.4390791395087783	68961580	96.2098619378259	87.29848986440409	96.2098619
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-P	70351290	70351278	99.99998294274349	61409336	8941954	12.710433596882162	5631670	9.170706551850683	8.00506998521278	55777666	90.82929344814931	79.28449641790506	90.8292934
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-2-S	76428754	76428742	99.99998429910292	71217466	5211288	6.8184913756411625	2831008	3.975159689057176	3.7041137684908483	68386458	96.02484031094282	89.47739485586798	96.02484030000001
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-B	74091592	74091462	99.99982454149453	71971834	2119758	2.860996697169093	1507858	2.095066800715402	2.0351270087434483	70463976	97.9049331992846	95.10387629408746	97.9049332
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-G	99960824	99960710	99.99988595532186	93101900	6858924	6.861612105158317	8822674	9.476362995814263	8.826131725364728	84279226	90.52363700418573	84.31225616947695	90.52363700000001
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-H	69815494	69815474	99.99997135306383	64074406	5741088	8.223229072904648	4714246	7.357455643053484	6.752435211587846	59360160	92.64254435694652	85.0243357155075	92.6425444
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-I	72714888	72714870	99.99997524578461	69659676	3055212	4.201631995912584	768242	1.1028503778857657	1.0565126635414746	68891434	98.89714962211423	94.74185534054594	98.8971496
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-K	78466482	78466392	99.99988530134434	73456368	5010114	6.385037116867301	356254	0.4849872239803634	0.45402060971715286	73100114	99.51501277601963	93.16094227341554	99.51501280000001
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-M	94928172	94928048	99.99986937492065	70657300	24270872	25.567617587748344	1556886	2.2034326247960223	1.6400673974844897	69100414	97.79656737520398	72.79231501476717	97.7965674
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-P	70464632	70464408	99.99968211002648	64416516	6048116	8.583193906412511	1475572	2.290673404317613	2.094060464262412	62940944	97.70932659568238	89.32274562932508	97.7093266
Clupeiformes	Sardinella melanura	Sa. melanura	YS-QLXSD-3-S	75676790	75676780	99.99998678590886	71900342	3776448	4.990232804536239	1537144	2.137881346934344	2.0311960906375655	70363198	97.86211865306565	92.9785711048262	97.8621187
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-B	66124272	66124246	99.99996068009641	52391702	13732570	20.76782032473643	619548	1.18253077557969	0.9369449088225879	51772154	98.81746922442031	78.29523476644098	98.81746919999999
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-G	72067844	72067840	99.99999444967439	70465218	1602626	2.2237740315916765	523706	0.7432120624390888	0.7266847055949114	69941512	99.25678793756092	97.0495412628134	99.25678789999999
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-H	80950226	80950222	99.999995058692	69811932	11138294	13.759435334992148	4637994	6.643554858215355	5.7294392235544835	65173938	93.35644514178465	80.51112544145337	93.3564451
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-I	136655940	136655940	100	129123726	7532214	5.511808707327321	5943538	4.602979006352403	4.349271608683823	123180188	95.3970209936476	90.13891968398886	95.39702100000001
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-P	76920004	76919878	99.99983619345626	61023230	15896774	20.666631790606772	462466	0.7578523785122485	0.6012298179287666	60560764	99.24214762148775	78.73213839146446	99.2421476
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-1-S	80308776	80308774	99.99999750961214	65652964	14655812	18.249328068454187	12670770	19.299616084355307	15.777565829169156	52982194	80.7003839156447	65.97310610237666	80.70038389999999
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-B	79694720	79694716	99.9999949808469	66826570	12868150	16.14680370293038	7440576	11.134158164933499	9.336347502067891	59385994	88.8658418350665	74.51684879500172	88.8658418
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-G	72204024	72204018	99.99999169021383	66851198	5352826	7.413473243541108	1370094	2.0494681336899903	1.8975313619639813	65481104	97.95053186631002	90.68899539449491	97.9505319
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-H	123273466	123273466	100	114078732	9194734	7.458810316893337	4280382	3.7521297133632237	3.472265475199667	109798350	96.24787028663678	89.068924207907	96.2478703
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-I	68081804	68081800	99.99999412471503	61883768	6198036	9.10380694377605	5817630	9.400898148283408	8.545058529882668	56066138	90.5991018517166	82.35113452634128	90.5991019
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-K	80000762	80000760	99.99999750002381	69792790	10207972	12.75984346249102	5341426	7.65326332419151	6.676718904252437	64451364	92.34673667580849	80.56343763325654	92.3467367
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-M	76558112	76558110	99.99999738760538	64764628	11793484	15.404617083556083	5373514	8.29698890573416	7.018869535340683	59391114	91.70301109426583	77.57651338110324	91.7030111
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-2-S	86181982	86181978	99.99999535865861	78045380	8136602	9.441186906098308	3993382	5.116743617623491	4.6336622891778	74051998	94.88325638237652	85.9251508047239	94.88325640000001
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-B	78665788	78665784	99.99999491519745	68577662	10088126	12.82403222097006	4284676	6.247917871565817	5.44668287057647	64292986	93.75208212843418	81.72928490845347	93.7520821
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-G	79764246	79764242	99.99999498522182	66230504	13533742	16.967178502508506	7116804	10.745507840314788	8.922298344047531	59113700	89.25449215968521	74.11052315344396	89.2544922
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-H	75600008	75600002	99.9999920634929	68474338	7125670	9.425488420583235	4120434	6.0174864341149235	5.4503089470572545	64353904	93.98251356588507	85.12420263235951	93.98251359999999
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-I	66827850	66827850	100	63447140	3380710	5.05883400408662	2583056	4.071193752783813	3.865238818845736	60864084	95.92880624721619	91.07592717706764	95.92880620000001
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-K	79953126	79953064	99.99992245456419	72432438	7520688	9.406371428179057	5449820	7.524004645542926	6.816268822309712	66982618	92.47599535445707	83.77735974951123	92.4759954
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-M	99296876	99296872	99.99999597167589	87138642	12158234	12.244326800371846	6235460	7.155792030819117	6.279613469410659	80903182	92.84420796918089	81.4760597302175	92.844208
Clupeiformes	Sardinella zunasi	Sa. zunasi	YS-QLXSDD-3-S	77097974	77097972	99.99999740589811	65068086	12029888	15.603377593294475	5785244	8.891062202137004	7.503756194682885	59282842	91.10893779786299	76.89286621202264	91.1089378
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-B	72664070	72664070	100	66810682	5853388	8.05540895245752	1202716	1.8001851859557427	1.6551729073254497	65607966	98.19981481404426	90.28941814021702	98.1998148
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-G	77923314	77923304	99.99998716687024	69727586	8195728	10.517684091310592	705692	1.012070029213402	0.9056237007579016	69021894	98.9879299707866	88.5766922079315	98.98793
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-H	76648092	76648024	99.99991128285359	65067928	11580164	15.108222132913628	5819354	8.94350593121699	7.592301188658421	59248574	91.05649406878301	77.29947667842795	91.0564941
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-I	83363620	83363616	99.99999520174387	76970100	6393520	7.669436619954844	1883974	2.4476699393660657	2.259947444700698	75086126	97.55233006063393	90.07061593534446	97.55233009999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-K	89047442	89047330	99.99987422434886	68855544	20191898	22.675438560043084	608006	0.8830167691362659	0.6827888441758945	68247538	99.11698323086374	76.64177259578102	99.11698319999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-M	77219344	77219312	99.99995855960651	58712766	18506578	23.966246074299725	848488	1.4451507871388651	1.0988023933484854	57864278	98.55484921286113	74.93495153235179	98.5548492
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-P	114493924	114493924	100	104567654	9926270	8.669691502581395	6550280	6.264155070362389	5.72107215051866	98017374	93.73584492963761	85.60923634689995	93.7358449
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-1-S	75383690	75383688	99.99999734690621	69353088	6030602	7.999876365829266	6539036	9.42861549293955	8.6743379104949625	62814052	90.57138450706044	83.32578572367576	90.5713845
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-B	126974494	126974476	99.9999858239246	118755776	8218718	6.472731444789219	4561750	3.841286844018433	3.5926506625811006	114194026	96.15871315598157	89.93461789262967	96.1587132
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-G	91929798	91929796	99.99999782442686	82511652	9418146	10.244932769242025	2956476	3.583101208542037	3.216014898673007	79555176	96.41689879145797	86.53905233208496	96.4168988
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-H	69155586	69155578	99.9999884318817	56033406	13122180	18.974866325331984	2327886	4.154461001353371	3.3661575798085206	53705520	95.84553899864663	77.6589760948595	95.845539
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-I	763255444	763255430	99.9999981657517	714036794	49218650	6.448516075045513	17411528	2.438463696311986	2.2812189728711583	696625266	97.56153630368802	91.27026495208332	97.5615363
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-K	128762472	128762458	99.99998912726683	123860918	4901554	3.806663481887797	3891952	3.142195345266212	3.022582542528385	119968966	96.85780465473378	93.17075397558382	96.8578047
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-M	144278106	144278098	99.99999445515316	137625430	6652676	4.61100868623823	8090030	5.878295893426092	5.6072471591774296	129535400	94.12170410657392	89.78174415458435	94.1217041
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-P	84610456	84610454	99.99999763622596	76820920	7789536	9.20635151759494	4773986	6.214434818015717	5.642312103837379	72046934	93.78556518198428	85.15133637856768	93.7855652
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-2-S	71467156	71467154	99.9999972015117	68107586	3359570	4.7008586713594704	3160716	4.640769385072612	4.42261337501663	64946870	95.35923061492738	90.8765279536239	95.3592306
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-B	65683972	65683824	99.99977467866894	58750124	6933848	10.556377437101398	1848118	3.1457261264674097	2.81365140342	56902006	96.85427387353259	86.6299711594786	96.8542739
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-G	74150854	74150854	100	69903998	4246856	5.727319067694082	358664	0.5130808112005267	0.4836950360679595	69545334	99.48691918879948	93.78898589623796	99.4869192
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-H	71777640	71777550	99.99987461276241	65773380	6004260	8.365084168273016	1899928	2.8885971801966086	2.646963594790801	63873452	97.11140281980339	88.98795223693618	97.11140280000001
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-I	70682014	70682012	99.99999717042584	67476878	3205136	4.534584993574178	2686352	3.9811444744079596	3.8006160944989484	64790526	96.01885552559204	91.66479891192688	96.0188555
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-K	83908920	83908722	99.99976402985523	80837212	3071708	3.6607645528032062	3364602	4.162194510122393	4.009826368877111	77472610	95.83780548987761	92.32940907831969	95.8378055
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-M	76122212	76122194	99.99997635381379	72634092	3488120	4.582263058777115	6180376	8.508918924738538	8.119017876148948	66453716	91.49108107526146	87.29871906507394	91.4910811
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-P	87455990	87455924	99.99992453347106	77535676	9920314	11.34320702332682	19063532	24.586787635668514	21.797857413768913	58472144	75.41321236433149	66.85893556290426	75.41321239999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-3-S	78041806	78041798	99.99998974908397	74146716	3895090	4.991030064065919	3972596	5.357750436310625	5.090343501276739	70174120	94.64224956368938	89.91862643465734	94.6422496
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-B	64570280	64570218	99.99990398059293	41070220	23500060	36.39454560209434	901470	2.194948066993554	1.3961066918092968	40168750	97.80505193300644	62.209347706096366	97.8050519
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-G	106328258	106328254	99.99999623806495	98501460	7826798	7.36097642077424	2645956	2.6862099302893583	2.488478650708262	95855504	97.31379006971065	90.15054492851749	97.31379009999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-H	77031108	77030974	99.99982604430407	71136716	5894392	7.651963152341	2738970	3.850290193322953	3.5556674064716813	68397746	96.14970980667705	88.79236944118732	96.14970980000001
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-I	73617272	73617200	99.9999021968649	68968942	4648330	6.314183986605752	1173810	1.7019399833623663	1.5944763614712592	67795132	98.29806001663763	92.091339651923	98.29805999999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-K	109399770	109399696	99.9999323581759	108658234	741536	0.6778222659883105	4536742	4.175239954663721	4.14693924859257	104121492	95.82476004533628	95.17523848541911	95.82476
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-M	70872246	70872238	99.99998871208344	63210730	7661516	10.810319176282349	8636184	13.662528497930651	12.185565559753814	54574546	86.33747150206935	77.00411526396384	86.33747149999999
Clupeiformes	Setipinna tenuifilis	Se. tenuifilis	YS-HJ-4-P	71796102	71796088	99.99998050033413	71051084	745018	1.0376858621098957	12714726	17.89518932603477	17.70949347640071	58336358	82.10481067396523	81.2528206614894	82.1048107
