host_order	species	species_abbreviation	lib_index	total_reads	qc_filtered_reads	qc_retained_pct	pre_rRNA_reads	qc_filtered_loss_reads	qc_filtered_loss_pct	rRNA_reads	rRNA_reads_pct	rRNA_reads_pct_total	remaining_reads	remaining_reads_pct	remaining_reads_pct_total	remaining_reads_pct_input
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-3-P	220811896	220811888	99.9999963770068	179590810	41221086	18.66796433829815	11608776	6.464014500519264	5.257314578739907	167982034	93.53598549948073	76.07472108296194	93.5359855
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-3-S	212253514	212251456	99.99903040474514	170567372	41686142	19.63978886116345	3627318	2.126618917479716	1.70895545220514	166940054	97.87338108252028	78.65125568663142	97.8733811
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-B	76323544	76323544	100	64390362	11933182	15.634994622367117	690384	1.0721853062419497	0.9045491912692104	63699978	98.92781469375805	83.46045618636367	98.9278147
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-G	85378206	85378206	100	66055522	19322684	22.631869308661745	1573914	2.382713741933642	1.8434610818596961	64481608	97.61728625806636	75.52466960947856	97.61728629999999
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-H	157325170	157325170	100	114628816	42696354	27.138921254621877	5532652	4.826580429828395	3.516698567686277	109096164	95.1734195701716	69.34438017769185	95.1734196
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-I	119581616	119581616	100	83601286	35980330	30.08851293663735	3270216	3.9116814542781078	2.7347146738675954	80331070	96.08831854572189	67.17677238949506	96.0883185
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-K	126721634	126721634	100	100506022	26215612	20.68755836907848	3883132	3.863581427986474	3.0643007649348966	96622890	96.13641857201353	76.24814086598663	96.1364186
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-M	167025992	167024464	99.99908517232456	99291212	67734780	40.55343673696008	5150682	5.187450023270942	3.0837607598223395	94140530	94.81254997672906	56.36280250321758	94.81255
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-P	160911224	160911224	100	129088392	31822832	19.776639073977837	4440594	3.4399638350131436	2.759654603087228	124647798	96.56003616498685	77.46370632293494	96.5600362
Anguilliformes	Gymnothorax reevesii	Gy. reevesii	YS-HM-4-S	135285070	135285070	100	109791308	25493762	18.844475595126646	2754740	2.5090692971797	2.0362483458078557	107036568	97.4909307028203	79.1192760590655	97.4909307
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-B	102969316	102969304	99.99998834604281	98530390	4438926	4.310921129164343	2851614	2.894146668860237	2.769382288603335	95678776	97.10585333113977	92.91969658223232	97.1058533
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-G	81685576	81685566	99.99998775793661	70822016	10863560	13.299239023545601	10360308	14.628654456828793	12.683154734686575	60461708	85.3713455431712	74.01760624176782	85.37134549999999
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-H	86575100	86575076	99.99997227840338	48613204	37961896	43.848515335240734	10209272	21.00102679922105	11.792388342606593	38403932	78.99897320077895	44.35909632215267	78.9989732
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-I	77294168	77294106	99.99991978696245	68139176	9154992	11.844350274913367	3922432	5.756500489527493	5.074680407970754	64216744	94.2434995104725	83.08096931711587	94.2434995
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-K	71862448	71862420	99.99996103667384	65897684	5964764	8.300251614027955	2313684	3.5110247577137916	3.2196008685927313	63584000	96.4889752422862	88.48014751737931	96.4889752
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-M	128598338	128598308	99.9999766715492	103547970	25050368	19.47954257387059	6882320	6.6465040309336825	5.351795448553931	96665650	93.35349596906632	75.16866197757548	93.353496
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-P	94534092	94534090	99.99999788436112	84154082	10380010	10.980176336807677	4176962	4.963469270569668	4.418471592237856	79977120	95.03653072943034	84.60135207095446	95.0365307
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-1-S	127768188	127768148	99.99996869330259	114868072	12900116	10.096500703289303	3761084	3.2742640618186747	2.9436779677896037	111106988	96.72573593818133	86.9598213289211	96.7257359
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-B	60623758	60623740	99.99997030867007	58772590	1851168	3.0535355462457474	1063146	1.8089146658331716	1.753678813510703	57709444	98.19108533416683	95.19278564024354	98.1910853
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-G	124189706	124189704	99.99999838956056	113044608	11145098	8.974252664709585	9170818	8.112565616575008	7.384523480553211	103873790	91.88743438342499	83.6412238547372	91.8874344
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-H	82509966	82509952	99.99998303235272	73387762	9122204	11.055881419221528	4137776	5.638237067373713	5.014880263070282	69249986	94.36176293262629	83.9292383177082	94.3617629
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-I	58169870	58169632	99.99959085347793	52724864	5445006	9.36052633433769	3166546	6.005792637037433	5.443618835661829	49558318	93.99420736296257	85.19585483000048	93.9942074
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-K	128268770	128268492	99.99978326758728	97002390	31266380	24.3756761680961	1153906	1.1895645045446819	0.8996001131062534	95848484	98.81043549545532	74.72472371879765	98.81043550000001
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-M	83255076	83255056	99.9999759774407	74062022	9193054	11.042034241852113	5103542	6.89090287056975	6.130007016028668	68958480	93.10909712943025	82.82795874211922	93.1090971
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-P	71849844	71849716	99.99982185069184	50695240	21154604	29.442797398418847	937370	1.849029613036648	1.3046235702334998	49757870	98.15097038696335	69.25257903134765	98.1509704
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-2-S	100138808	100138784	99.99997603326774	93201334	6937474	6.927857579451116	3852996	4.134056707814933	3.847655146843769	89348338	95.86594329218507	89.22448727370512	95.8659433
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-B	78630638	78630614	99.9999694775464	75119954	3510684	4.464778729125917	903368	1.2025672965667684	1.1488753277062307	74216586	98.79743270343323	94.38634594316785	98.7974327
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-G	97506936	97506930	99.9999938465916	88625656	8881280	9.108357173688649	6582108	7.426865195784841	6.750399786944387	82043548	92.57313480421516	84.14124303936697	92.5731348
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-H	90804362	90803852	99.99943835297252	82286510	8517852	9.380443639921175	4268698	5.187603654596604	4.700983417514679	78017812	94.8123963454034	85.91857294256414	94.8123963
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-I	77174988	77174988	100	69102776	8072212	10.459621969750096	2998308	4.338911073558029	3.8850773776602336	66104468	95.66108892644198	85.65530065258967	95.6610889
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-K	70205370	70205348	99.99996866336578	67834772	2370598	3.376661927712937	682154	1.005611104582175	0.9716550172728953	67152618	98.99438889541783	95.65168305501417	98.99438889999999
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-M	76395188	76395174	99.99998167423844	69613912	6781276	8.876574791595512	2392726	3.4371376801809386	3.1320375833095664	67221186	96.56286231981906	87.99138762509492	96.56286229999999
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-P	86035936	86035934	99.99999767538996	81407104	4628832	5.3801146534861894	1361838	1.672873659772985	1.5828711388692278	80045266	98.32712634022701	93.03701420764459	98.3271263
Aulopiformes	Harpadon nehereus	Ha. nehereus	YS-LTY-3-S	82354046	82354024	99.99997328607267	75287234	7066812	8.581013736714283	4667638	6.199773523357226	5.667770105672768	70619596	93.80022647664278	85.75121615761294	93.8002265
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-B	108828068	108828066	99.99999816223881	102972646	5855422	5.380433657978749	1700186	1.651104507890377	1.5622679252194387	101272460	98.34889549210962	93.05729841680181	98.3488955
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-G	92459446	92459446	100	84401572	8057874	8.715035995348707	2656096	3.1469745610899285	2.872714595326474	81745476	96.85302543891007	88.41224940932482	96.8530254
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-H	163440334	163440334	100	143052622	20387712	12.474100793259515	52195642	36.487022237173676	31.935594306849616	90856980	63.512977762826324	55.59030489989087	63.5129778
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-I	373724648	373724646	99.99999946484664	348710102	25014546	6.693309133841234	13962406	4.004015346822388	3.7360142218931194	334747696	95.99598465317762	89.57067664426565	95.99598470000001
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-K	95007164	95007156	99.99999157958236	89489006	5518158	5.808149372819927	3147728	3.517446601205963	3.313148048498743	86341278	96.48255339879404	90.87870257868133	96.4825534
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-M	70473520	70473518	99.99999716205463	63319240	7154280	10.151727911419778	2918500	4.609183559373107	4.141271785487655	60400740	95.39081644062689	85.70700030309257	95.3908164
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-P	95732422	95732418	99.99999582168725	88739508	6992914	7.304645441854589	3968018	4.471534820770023	4.144905056303704	84771490	95.52846517922998	88.55044950184171	95.5284652
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-1-S	74906086	74906070	99.99997863991986	69708164	5197922	6.939251905379224	3154334	4.52505677814151	4.211051689444834	66553830	95.4749432218585	88.84969640517595	95.4749432
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-B	76041620	76041616	99.9999947397228	58848266	17193354	22.61045201298973	3629292	6.167202955478756	4.772770490686548	55218974	93.83279704452124	72.61677749632372	93.832797
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-G	69138506	69138502	99.99999421451196	65297260	3841246	5.555870703946076	2041608	3.126636554121873	2.9529246697925466	63255652	96.87336344587813	91.49120462626138	96.8733634
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-H	275589650	275589638	99.99999564570005	247197374	28392276	10.302373837333876	12533790	5.070357260348566	4.5479901004990575	234663584	94.92964273965143	85.14963606216706	94.9296427
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-I	307283960	307283960	100	280231318	27052642	8.803792427043703	14854118	5.300663075780845	4.834003701332149	265377200	94.69933692421915	86.36220387162415	94.69933689999999
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-K	82209488	82209488	100	77221200	4988288	6.067776507743242	2232400	2.8909159660818533	2.71550164623334	74988800	97.10908403391815	91.21672184602342	97.109084
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-M	121272774	121272772	99.99999835082522	92648472	28624302	23.60323843173572	4750552	5.127501725014958	3.9172452672683153	87897920	94.87249827498505	72.47951630099597	94.87249829999999
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-P	69958972	69958946	99.99996283536014	37047162	32911810	47.04444484976137	5678130	15.326761062021431	8.116371406944058	31369032	84.67323893797857	44.83918374329457	84.6732389
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-2-S	79476134	79476134	100	72925508	6550626	8.242255467534443	2632654	3.610059185326484	3.3125088847426825	70292854	96.38994081467352	88.44523564772288	96.38994079999999
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-B	162408288	162408230	99.99996428753686	154236908	8171380	5.031381157099569	6013180	3.898664773544345	3.7025080887497563	148223728	96.10133522645566	91.26611075415067	96.10133520000001
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-G	10806790	10806790	100	8408942	2397848	22.188346400735092	222334	2.644018712461092	2.057354681639969	8186608	97.35598128753891	75.75429891762494	97.35598130000001
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-H	71881584	71881584	100	62663050	9218534	12.824611655747598	3489712	5.569010764717007	4.85480676107527	59173338	94.430989235283	82.32058158317713	94.4309892
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-I	67878780	67878762	99.99997348213978	63100930	4777850	7.038797692003303	2054402	3.255739653916353	3.0265747262988523	61046528	96.74426034608365	89.93462758169784	96.7442603
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-K	211551782	211551766	99.99999243683989	200012694	11539088	5.454498133227731	6878352	3.438957729352918	3.251379844202872	193134342	96.56104227064708	91.2941220225694	96.5610423
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-M	125144168	125144164	99.99999680368644	85833208	39310960	31.412538537153406	6004252	6.995255262974675	4.797868007720504	79828956	93.00474473702532	63.78959345512609	93.0047447
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-P	484792450	484792444	99.99999876235697	440805702	43986748	9.073315395072674	20105948	4.561181470379437	4.147331089830297	420699754	95.43881852962056	86.77935351509703	95.4388185
Aulopiformes	Saurida elongata	Sa. elongata	YS-CTSZ-3-S	68668068	68667998	99.99989806033278	61971326	6696742	9.752337869765027	2325166	3.7520029827988512	3.3860949750326457	59646160	96.24799701720114	86.86156715520232	96.247997
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-B	75063990	75063892	99.99986944472309	71027324	4036666	5.377633136741066	724070	1.01942458088383	0.9646036668181375	70303254	98.98057541911616	93.6577631964408	98.9805754
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-G	222018570	222018482	99.99996036367588	208571084	13447486	6.056919472997237	5679232	2.722923950474362	2.557998639483175	202891852	97.27707604952563	91.38508188751959	97.277076
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-H	76822366	76822358	99.99998958636603	73726620	3095746	4.02974571233591	916498	1.2431032373381554	1.1930093379316122	72810122	98.75689676266184	94.77724494973248	98.7568968
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-I	74187466	74187466	100	72570484	1616982	2.179589204462112	559088	0.7704068778155042	0.7536151726762038	72011396	99.2295931221845	97.06679562286169	99.2295931
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-K	188559130	188559054	99.99995969434097	175222956	13336174	7.072674762553264	1954138	1.1152294451647078	1.0363528936519806	173268818	98.8847705548353	91.89097234379476	98.88477060000001
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-M	125268070	125268068	99.99999840342396	105980240	19287830	15.39724368707844	1300630	1.2272382096889005	1.0382773519221618	104679610	98.7727617903111	83.5644789609994	98.7727618
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-P	72328260	72328028	99.99967924017528	50923006	21405254	29.59459276360305	951198	1.8679140818984645	1.315112516186619	49971808	98.13208591810154	69.09029472021032	98.13208589999999
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-1-S	92921640	92921632	99.99999139059534	89821748	3099892	3.3360280769904622	670152	0.7460910246369287	0.721201218575135	89151596	99.25390897536307	95.94277070443441	99.253909
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-B	75972088	75972066	99.99997104199637	71591436	4380652	5.766133477863607	667364	0.932184123251837	0.8784331424456835	70924072	99.06781587674816	93.35543337969071	99.0678159
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-G	79909832	79909832	100	72761062	7148770	8.946045587982216	3704306	5.091055432918227	4.635607292979918	69056756	94.90894456708178	86.41834711903786	94.9089446
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-H	81267118	81267114	99.99999507796007	70432410	10834708	13.332216358404638	5283236	7.501143294684932	6.501074641283576	65149174	92.49885670531506	80.16670900031178	92.4988567
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-I	112293952	112293952	100	96617994	15675958	13.95975270333348	9292040	9.61729758123523	8.27474662215112	87325954	90.38270241876477	77.7655006745154	90.3827024
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-K	71534304	71534296	99.99998881655436	66621616	4912688	6.867597397746401	576088	0.8647163407144012	0.805331103801611	66045528	99.1352836592856	92.32707149845199	99.1352837
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-M	128541054	128541054	100	105130300	23410754	18.21266690406942	2009598	1.9115307385216251	1.5633900123457833	103120702	98.08846926147838	80.2239430835848	98.0884693
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-P	86454202	86454202	100	75991040	10463162	12.102548815383201	2377372	3.1284898851232987	2.749862869591926	73613668	96.8715101148767	85.14758831502488	96.87151010000001
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-2-S	94074498	94074492	99.99999362207599	86876310	7198188	7.651582685033302	971076	1.1177684687574783	1.0322414901432693	85905234	98.88223153124252	91.31617582482343	98.88223149999999
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-B	564832272	564832272	100	525671452	39160820	6.933176792702808	8333450	1.5852962850263361	1.4753848908973104	517338002	98.41470371497367	91.59143831639989	98.41470369999999
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-G	149130324	149130324	100	138120730	11009594	7.382532073087965	3374172	2.442914977353508	2.262565995632116	134746558	97.55708502264649	90.35490193127991	97.557085
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-H	83634564	83634470	99.99988760627723	79461176	4173388	4.990027807163555	540494	0.6801988432690702	0.6462567318459387	78920682	99.31980115673093	94.3637154609905	99.3198012
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-I	74473792	74473792	100	66806942	7666850	10.294695347324332	2643826	3.9574120904980203	3.5500085721430703	64163116	96.04258790950198	86.1552960805326	96.0425879
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-K	76276656	76276616	99.99994755931618	73196478	3080178	4.03816601503873	541718	0.7400875216974238	0.710201558914696	72654760	99.25991247830258	95.25163242604657	99.2599125
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-M	74013700	74013700	100	59589154	14424546	19.48902162707715	3630776	6.093014846292331	4.905545865157396	55958378	93.90698515370767	75.60543250776546	93.90698520000001
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-P	79160930	79160864	99.99991662553737	77277886	1883044	2.378754266782869	488554	0.6322041469923233	0.6171655638709651	76789332	99.36779585300768	97.00408016934617	99.3677959
Aulopiformes	Saurida undosquamis	Sa. undosquamis	YS-HBSZ-3-S	109806204	109806204	100	100767938	9038266	8.231106868970718	2826474	2.804933847113156	2.5740567445533404	97941464	97.19506615288684	89.19483638647594	97.1950662
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-B	276102052	276101846	99.9999253899062	202097794	74004258	26.8032263664596	1757696	0.8697254755784222	0.6366109875923703	200340098	99.13027452442158	72.56016264594803	99.1302745
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-G	196435808	196435748	99.99996945567074	134590940	61844868	31.4835001976829	1532678	1.138767587179345	0.7802436916185872	133058262	98.86123241282066	67.73625611069852	98.8612324
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-H	205805512	205805476	99.99998250775712	133326868	72478644	35.2170567715407	1174012	0.8805516979518336	0.5704473065813709	132152856	99.11944830204817	64.21249592187793	99.1194483
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-I	288893266	288893060	99.9999286933881	235101838	53791428	18.61982757327407	3888924	1.6541444478200975	1.3461456038231088	231212914	98.3458555521799	80.03402682290282	98.3458556
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-K	185893878	185893772	99.999942978219	147212392	38681486	20.808370031421905	1957364	1.32961904457065	1.0529469937681326	145255028	98.67038095542935	78.13868297480997	98.67038099999999
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-M	201931056	201931034	99.99998910519241	114295568	87635488	43.39871723347002	1372892	1.2011769345247052	0.6798815532366651	112922676	98.79882306547529	55.921401213293315	98.79882309999999
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-P	146630104	146629682	99.99971220098159	86445160	60184944	41.045421341309286	1994378	2.307101982343488	1.3601422529169045	84450782	97.69289801765652	57.59443640577381	97.692898
Carangaria incertae sedis	Eleutheronema tetradactylum	El. tetradactylum	YS-SZMB-1-S	415106744	415106624	99.99997109177296	331895976	83210768	20.04563144365585	3661208	1.1031191291092965	0.8819919341035808	328234768	98.8968808708907	79.07237662224057	98.8968809
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-B	74253558	74253544	99.99998114568463	73624440	629118	0.8472563698563778	494908	0.6722061315508817	0.6665108222827517	73129532	99.32779386844912	98.48623280786087	99.3277939
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-G	173936944	173936928	99.99999080126416	158378882	15558062	8.944656403759744	2313848	1.4609574021364793	1.3302797823100767	156065034	98.53904259786353	89.72506381393018	98.5390426
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-H	76547118	76547110	99.99998954892071	69897324	6649794	8.687190548441027	1022326	1.4626110722064267	1.335551261381258	68874998	98.53738892779357	89.97725819017772	98.5373889
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-I	71333106	71333062	99.99993831756044	63259014	8074092	11.3188566329917	1283226	2.0285267171568626	1.798920686279944	61975788	97.97147328284314	86.88222268072836	97.9714733
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-K	123949894	123949860	99.99997256956105	122179600	1770294	1.4282335731565854	6744156	5.519870747653455	5.441034100440619	115435444	94.48012925234654	93.13073232640279	94.4801293
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-M	80381506	80381504	99.99999751186547	71494242	8887264	11.056354181769125	750040	1.049091477884331	0.9331002083986831	70744202	98.95090852211567	88.01054560983219	98.9509085
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-P	123361792	123361776	99.9999870300198	116246534	7115258	5.767797212284335	751616	0.646570675388911	0.6092777899983813	115494918	99.35342932461108	93.62292499771728	99.3534293
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-1-S	137212244	137212224	99.99998542404131	136041818	1170426	0.853004051154502	526404	0.38694278548967936	0.3836421478538023	135515414	99.61305721451032	98.7633538009917	99.6130572
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-B	81898318	81898314	99.9999951158948	77629574	4268744	5.212248681346545	523580	0.6744594527853521	0.6393049488513305	77105994	99.32554054721464	94.14844636980213	99.3255405
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-G	80976678	80976678	100	75032572	5944106	7.340515994000149	1065278	1.4197540769360806	1.3155368018431184	73967294	98.58024592306391	91.34394720415673	98.5802459
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-H	143952586	143952566	99.9999861065365	131707020	12245566	8.506666215777464	999718	0.7590468602205106	0.6944772774002129	130707302	99.24095313977949	90.79885650682232	99.2409531
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-I	81448378	81448120	99.99968323494423	76763912	4684466	5.751454006855729	290274	0.3781386232634939	0.3563901542643366	76473638	99.6218613767365	93.89215583887993	99.6218614
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-K	89135980	89135952	99.99996858732018	82936812	6199168	6.954731411490624	335492	0.4045151868147524	0.37638224205309684	82601320	99.59548481318525	92.66888634645628	99.5954848
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-M	132056168	132056146	99.99998334042223	124420702	7635466	5.781983617758771	950806	0.7641863329142766	0.7200012043360217	123469896	99.23581366708572	93.4980151779052	99.2358137
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-P	145124784	145124772	99.99999173125384	127828372	17296412	11.918303354718516	1250236	0.9780582983564869	0.861490343372363	126578136	99.02194170164351	87.22020630190912	99.0219417
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-2-S	81193182	81193180	99.99999753673899	76498284	4694898	5.78237960916472	761710	0.9957216818092286	0.9381452743162597	75736574	99.00427831819077	93.27947511651902	99.00427830000001
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-B	90098370	90098346	99.99997336244817	85974880	4123490	4.57665327352759	545874	0.6349226657833079	0.6058644568153675	85429006	99.36507733421669	94.81748226965705	99.36507730000001
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-G	78456800	78456796	99.99999490165288	77744782	712018	0.9075287291859979	1166438	1.5003424924389137	1.4867264532838453	76578344	98.49965750756108	97.60574481753015	98.4996575
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-H	138508774	138508150	99.99954948702383	122435684	16073090	11.604383993753348	2622040	2.141565199243711	1.8930497500468815	119813644	97.85843480075629	86.50256625619977	97.8584348
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-I	78912520	78912178	99.9995666086953	70512852	8399668	10.644277992896438	3873962	5.493980019415468	4.9091855132747	66638890	94.50601998058453	84.44653649382886	94.50602
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-K	84247296	84247278	99.99997863432911	79399508	4847788	5.754235720514995	1706548	2.1493181040869924	2.025641273994123	77692960	97.85068189591301	92.22012300549088	97.8506819
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-M	145613708	145613670	99.99997390355584	130080130	15533578	10.667661866010581	947090	0.7280819906929675	0.6504126658185231	129133040	99.27191800930703	88.68192546817089	99.271918
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-P	72843446	72843268	99.99975564033585	53316332	19527114	26.806960779971888	1200558	2.251764056086979	1.6481345487142385	52115774	97.74823594391302	71.54490467131387	97.7482359
Carangaria incertae sedis	Polydactylus sextarius	Po. sextarius	YS-LZMB-3-S	69760620	69760596	99.999965596636045	52104144	17656476	25.31009042064133	3068180	5.888552741601512	4.398154718235015	49035964	94.11144725839848	70.29175486112365	94.1114473
Carangiformes	Decapterus maruadsi	De. maruadsi	YS-LYS-1-G	68355402	68355332	99.99989759404824	63263126	5092276	7.449705291763188	635726	1.0048918543797536	0.9300303727275279	62627400	98.99510814562025	91.62026433550929	98.9951081
Carangiformes	Decapterus maruadsi	De. maruadsi	YS-LYS-1-H	520838120	520838098	99.99999577603882	304643062	216195058	41.50906965104628	2949658	0.9682340968592287	0.5663291312087525	301693404	99.03176590314077	57.92460121774497	99.0317659
Carangiformes	Decapterus maruadsi	De. maruadsi	YS-LYS-1-I	76706690	76706670	99.9999739266549	72996528	3710162	4.836816710511169	2064840	2.8286824819942122	2.691864295017814	70931688	97.1713175180058	92.47131899447102	97.1713175
