"lib_index","abundance_RPM","individual_id","tissue_types","log10_RPM_plus_1"
"YS-JZH-3-K",0,"YS-JZH-3","Kidney",0
"YS-KSCDXGY-1-K",0,"YS-KSCDXGY-1","Kidney",0
"YS-KSCDXGY-2-K",0,"YS-KSCDXGY-2","Kidney",0
"YS-KSCDXGY-3-K",0,"YS-KSCDXGY-3","Kidney",0
"YS-LBYKF-1-K",0,"YS-LBYKF-1","Kidney",0
"YS-LBYKF-2-K",0,"YS-LBYKF-2","Kidney",0
"YS-LBYKF-3-K",0,"YS-LBYKF-3","Kidney",0
"YS-LTY-1-K",126.013533318,"YS-LTY-1","Kidney",2.10384999758743
"YS-LTY-2-K",0,"YS-LTY-2","Kidney",0
"YS-LTY-3-K",21.62607696,"YS-LTY-3","Kidney",1.35460925999454
"YS-LY-2-K",0,"YS-LY-2","Kidney",0
"YS-LY-3-K",0,"YS-LY-3","Kidney",0
"YS-LYS-3-K",0,"YS-LYS-3","Kidney",0
"YS-LYXHY-1-K",3.675355365,"YS-LYXHY-1","Kidney",0.669814626372842
"YS-LYXHY-2-K",0,"YS-LYXHY-2","Kidney",0
"YS-LYXHY-3-K",409.86175753,"YS-LYXHY-3","Kidney",2.61369571958599
"YS-LZMB-1-K",2.586356478,"YS-LZMB-1","Kidney",0.554653455536765
"YS-LZMB-2-K",0,"YS-LZMB-2","Kidney",0
"YS-LZMB-3-K",0,"YS-LZMB-3","Kidney",0
"YS-LZY-1-K",0,"YS-LZY-1","Kidney",0
"YS-LZY-2-K",0,"YS-LZY-2","Kidney",0
"YS-LZY-3-K",0,"YS-LZY-3","Kidney",0
"YS-MSXX-1-K",0,"YS-MSXX-1","Kidney",0
"YS-MSXX-2-K",32.16730515,"YS-MSXX-2","Kidney",1.52071018644173
"YS-MSXX-3-K",21.96080335,"YS-MSXX-3","Kidney",1.36098707903815
"YS-PSJGY-1-K",3.854631105,"YS-PSJGY-1","Kidney",0.686156234213179
"YS-PSJGY-2-K",0,"YS-PSJGY-2","Kidney",0
"YS-PSJGY-3-K",0,"YS-PSJGY-3","Kidney",0
"YS-QLXSD-1-K",0,"YS-QLXSD-1","Kidney",0
"YS-QLXSD-2-K",0,"YS-QLXSD-2","Kidney",0
"YS-QLXSD-3-K",0,"YS-QLXSD-3","Kidney",0
"YS-QXDDY-1-K",0,"YS-QXDDY-1","Kidney",0
"YS-QXDDY-2-K",0,"YS-QXDDY-2","Kidney",0
"YS-QXDDY-3-K",29.0987414,"YS-QXDDY-3","Kidney",1.4785483356449
"YS-RBJXY-1-K",0,"YS-RBJXY-1","Kidney",0
"YS-RBJXY-2-K",0,"YS-RBJXY-2","Kidney",0
"YS-RBJXY-3-K",0,"YS-RBJXY-3","Kidney",0
"YS-RWXLT-1-K",0,"YS-RWXLT-1","Kidney",0
"YS-RWXLT-2-K",0,"YS-RWXLT-2","Kidney",0
"YS-RWXLT-3-K",0,"YS-RWXLT-3","Kidney",0
"YS-SDYY-1-K",5.902244188,"YS-SDYY-1","Kidney",0.838990319722928
"YS-SDYY-2-K",0,"YS-SDYY-2","Kidney",0
"YS-SDYY-3-K",0,"YS-SDYY-3","Kidney",0
"YS-SLS-2-K",0,"YS-SLS-2","Kidney",0
"YS-SLS-3-K",0,"YS-SLS-3","Kidney",0
"YS-SQHN-1-K",0,"YS-SQHN-1","Kidney",0
"YS-SQHN-2-K",6.213296683,"YS-SQHN-2","Kidney",0.858133795095928
"YS-SQHN-3-K",0,"YS-SQHN-3","Kidney",0
"YS-SZMB-1-K",1.066486305,"YS-SZMB-1","Kidney",0.315232531474665
"YS-Y-1-K",0,"YS-Y-1","Kidney",0
"YS-Y-2-K",0,"YS-Y-2","Kidney",0
"YS-YC-3-K",0,"YS-YC-3","Kidney",0
"YS-Z-1-K",0,"YS-Z-1","Kidney",0
"YS-Z-2-K",0,"YS-Z-2","Kidney",0
"YS-Z-3-K",0,"YS-Z-3","Kidney",0
"YS-ZBTTT-1-K",0,"YS-ZBTTT-1","Kidney",0
"YS-ZBTTT-2-K",0,"YS-ZBTTT-2","Kidney",0
"YS-ZBTTT-3-K",2.35688469,"YS-ZBTTT-3","Kidney",0.52593642335799
"YS-ZY-1-K",0,"YS-ZY-1","Kidney",0
"YS-BGY-1-H",0,"YS-BGY-1","Liver",0
"YS-BGY-2-H",0,"YS-BGY-2","Liver",0
"YS-BGY-3-H",0,"YS-BGY-3","Liver",0
"YS-BJ-1-H",0,"YS-BJ-1","Liver",0
"YS-BJ-2-H",0,"YS-BJ-2","Liver",0
"YS-BJ-3-H",0,"YS-BJ-3","Liver",0
"YS-CBLT-1-H",0,"YS-CBLT-1","Liver",0
"YS-CBLT-2-H",0,"YS-CBLT-2","Liver",0
"YS-CBLT-3-H",0,"YS-CBLT-3","Liver",0
"YS-CC-1-H",0,"YS-CC-1","Liver",0
"YS-CC-2-H",0,"YS-CC-2","Liver",0
"YS-CC-3-H",0,"YS-CC-3","Liver",0
"YS-CHLT-1-H",0,"YS-CHLT-1","Liver",0
"YS-CHLT-2-H",0,"YS-CHLT-2","Liver",0
"YS-CHLT-3-H",35.5014371,"YS-CHLT-3","Liver",1.56230996342397
"YS-CTSZ-1-H",0,"YS-CTSZ-1","Liver",0
"YS-CTSZ-2-H",3.563953717,"YS-CTSZ-2","Liver",0.659341231593367
"YS-CTSZ-3-H",0,"YS-CTSZ-3","Liver",0
"YS-DHY-1-H",0,"YS-DHY-1","Liver",0
"YS-DHY-2-H",0,"YS-DHY-2","Liver",0
"YS-DLLY-1-H",0,"YS-DLLY-1","Liver",0
"YS-DSLT-1-H",0,"YS-DSLT-1","Liver",0
"YS-DSLT-2-H",0,"YS-DSLT-2","Liver",0
"YS-DSLT-3-H",0,"YS-DSLT-3","Liver",0
"YS-DZTT-1-H",0,"YS-DZTT-1","Liver",0
"YS-HBSZ-1-H",0,"YS-HBSZ-1","Liver",0
"YS-HBSZ-2-H",6.715658317,"YS-HBSZ-2","Liver",0.887372986943968
"YS-HBSZ-3-H",0,"YS-HBSZ-3","Liver",0
"YS-HJ-1-H",0,"YS-HJ-1","Liver",0
"YS-HJ-2-H",0,"YS-HJ-2","Liver",0
"YS-HJ-3-H",0,"YS-HJ-3","Liver",0
"YS-HJ-4-H",0,"YS-HJ-4","Liver",0
"YS-HJ-5-H",0,"YS-HJ-5","Liver",0
"YS-HJ-6-H",0,"YS-HJ-6","Liver",0
"YS-HKL-1-H",0,"YS-HKL-1","Liver",0
"YS-HKL-2-H",0,"YS-HKL-2","Liver",0
"YS-HKL-3-H",0,"YS-HKL-3","Liver",0
"YS-HM-1-H",0,"YS-HM-1","Liver",0
"YS-HM-2-H",0,"YS-HM-2","Liver",0
"YS-HM-3-H",0,"YS-HM-3","Liver",0
"YS-HM-4-H",1.003238139,"YS-HM-4","Liver",0.301732580000568
"YS-HSLT-1-H",0,"YS-HSLT-1","Liver",0
"YS-HSLT-2-H",0,"YS-HSLT-2","Liver",0
"YS-HSLT-3-H",0,"YS-HSLT-3","Liver",0
"YS-JSXSD-1-H",0,"YS-JSXSD-1","Liver",0
"YS-JSXSD-2-H",2.528762968,"YS-JSXSD-2","Liver",0.547622487165034
"YS-JSXSD-3-H",0,"YS-JSXSD-3","Liver",0
"YS-JTZCS-1-H",2.567662505,"YS-JTZCS-1","Liver",0.552383764104114
"YS-JXY-1-H",0,"YS-JXY-1","Liver",0
"YS-JXY-2-H",0,"YS-JXY-2","Liver",0
"YS-JXY-3-H",32.63969155,"YS-JXY-3","Liver",1.52685200499903
"YS-JZH-1-H",0,"YS-JZH-1","Liver",0
"YS-JZH-2-H",8.640509703,"YS-JZH-2","Liver",0.984099996075903
"YS-JZH-3-H",0,"YS-JZH-3","Liver",0
"YS-KSCDXGY-1-H",0,"YS-KSCDXGY-1","Liver",0
"YS-KSCDXGY-2-H",0,"YS-KSCDXGY-2","Liver",0
"YS-KSCDXGY-3-H",0,"YS-KSCDXGY-3","Liver",0
"YS-LBYKF-1-H",6.653213008,"YS-LBYKF-1","Liver",0.883843800995939
"YS-LBYKF-2-H",0,"YS-LBYKF-2","Liver",0
"YS-LBYKF-3-H",26.50888192,"YS-LBYKF-3","Liver",1.43947293914133
"YS-LTY-1-H",105.3006093,"YS-LTY-1","Liver",2.02653575384474
"YS-LTY-2-H",5.559510045,"YS-LTY-2","Liver",0.816871401464145
"YS-LTY-3-H",73.43852595,"YS-LTY-3","Liver",1.87179776453773
"YS-LY-2-H",0,"YS-LY-2","Liver",0
"YS-LY-3-H",0,"YS-LY-3","Liver",0
"YS-LYS-3-H",0,"YS-LYS-3","Liver",0
"YS-LYXHY-1-H",0,"YS-LYXHY-1","Liver",0
"YS-LYXHY-2-H",283.0568541,"YS-LYXHY-2","Liver",2.45340527297218
"YS-LYXHY-3-H",390.37600976,"YS-LYXHY-3","Liver",2.59259420111716
"YS-LZMB-1-H",892.623585949,"YS-LZMB-1","Liver",2.95115462285635
"YS-LZMB-2-H",0,"YS-LZMB-2","Liver",0
"YS-LZMB-3-H",0,"YS-LZMB-3","Liver",0
"YS-LZY-1-H",0,"YS-LZY-1","Liver",0
"YS-LZY-2-H",0,"YS-LZY-2","Liver",0
"YS-LZY-3-H",0,"YS-LZY-3","Liver",0
"YS-MSXX-1-H",41.50494149,"YS-MSXX-1","Liver",1.62843942268766
"YS-MSXX-2-H",26.51359441,"YS-MSXX-2","Liver",1.4395473308643
"YS-MSXX-3-H",66.00787657,"YS-MSXX-3","Liver",1.82612585568336
"YS-PSJGY-1-H",73.28392186,"YS-PSJGY-1","Liver",1.87089482448608
"YS-PSJGY-2-H",0,"YS-PSJGY-2","Liver",0
"YS-PSJGY-3-H",0,"YS-PSJGY-3","Liver",0
"YS-QLXSD-1-H",0,"YS-QLXSD-1","Liver",0
"YS-QLXSD-2-H",0,"YS-QLXSD-2","Liver",0
"YS-QLXSD-3-H",0,"YS-QLXSD-3","Liver",0
"YS-QXDDY-1-H",0,"YS-QXDDY-1","Liver",0
"YS-QXDDY-2-H",0,"YS-QXDDY-2","Liver",0
"YS-QXDDY-3-H",5.197289622,"YS-QXDDY-3","Liver",0.792201792792778
"YS-RBJXY-1-H",0,"YS-RBJXY-1","Liver",0
"YS-RBJXY-2-H",0,"YS-RBJXY-2","Liver",0
"YS-RBJXY-3-H",0,"YS-RBJXY-3","Liver",0
"YS-RWXLT-1-H",0,"YS-RWXLT-1","Liver",0
"YS-RWXLT-2-H",0,"YS-RWXLT-2","Liver",0
"YS-RWXLT-3-H",0,"YS-RWXLT-3","Liver",0
"YS-SDYY-1-H",0,"YS-SDYY-1","Liver",0
"YS-SDYY-2-H",0,"YS-SDYY-2","Liver",0
"YS-SDYY-3-H",0,"YS-SDYY-3","Liver",0
"YS-SLS-2-H",0,"YS-SLS-2","Liver",0
"YS-SLS-3-H",0,"YS-SLS-3","Liver",0
"YS-SQHN-1-H",3.195988252,"YS-SQHN-1","Liver",0.62283426357807
"YS-SQHN-2-H",11.54066927,"YS-SQHN-2","Liver",1.09832071452594
"YS-SQHN-3-H",0,"YS-SQHN-3","Liver",0
"YS-SZMB-1-H",0,"YS-SZMB-1","Liver",0
"YS-Y-1-H",0,"YS-Y-1","Liver",0
"YS-Y-2-H",10.026948236,"YS-Y-2","Liver",1.04245533586277
"YS-YC-3-H",0,"YS-YC-3","Liver",0
"YS-Z-1-H",0,"YS-Z-1","Liver",0
"YS-Z-2-H",0,"YS-Z-2","Liver",0
"YS-Z-3-H",0,"YS-Z-3","Liver",0
"YS-ZBTTT-1-H",0,"YS-ZBTTT-1","Liver",0
"YS-ZBTTT-2-H",0,"YS-ZBTTT-2","Liver",0
"YS-ZBTTT-3-H",0,"YS-ZBTTT-3","Liver",0
"YS-ZY-1-H",0,"YS-ZY-1","Liver",0
"YS-BGY-1-G",0,"YS-BGY-1","Gill",0
"YS-BGY-2-G",0,"YS-BGY-2","Gill",0
"YS-BGY-3-G",0,"YS-BGY-3","Gill",0
"YS-BJ-1-G",0,"YS-BJ-1","Gill",0
"YS-BJ-2-G",0,"YS-BJ-2","Gill",0
"YS-BJ-3-G",0,"YS-BJ-3","Gill",0
"YS-CBLT-1-G",0,"YS-CBLT-1","Gill",0
"YS-CBLT-2-G",0,"YS-CBLT-2","Gill",0
"YS-CBLT-3-G",0,"YS-CBLT-3","Gill",0
"YS-CC-1-G",3.323025183,"YS-CC-1","Gill",0.635787765444844
"YS-CC-2-G",0,"YS-CC-2","Gill",0
"YS-CC-3-G",0,"YS-CC-3","Gill",0
"YS-CHLT-1-G",0,"YS-CHLT-1","Gill",0
"YS-CHLT-2-G",0,"YS-CHLT-2","Gill",0
"YS-CHLT-3-G",0,"YS-CHLT-3","Gill",0
"YS-CTSZ-1-G",0,"YS-CTSZ-1","Gill",0
"YS-CTSZ-2-G",0,"YS-CTSZ-2","Gill",0
"YS-CTSZ-3-G",1.664894347,"YS-CTSZ-3","Gill",0.425679995567297
"YS-DHY-1-G",0,"YS-DHY-1","Gill",0
"YS-DHY-2-G",2.160702625,"YS-DHY-2","Gill",0.499783637124986
"YS-DLLY-1-G",0,"YS-DLLY-1","Gill",0
"YS-DSLT-1-G",0,"YS-DSLT-1","Gill",0
"YS-DSLT-2-G",0,"YS-DSLT-2","Gill",0
"YS-DSLT-3-G",0,"YS-DSLT-3","Gill",0
"YS-DZTT-1-G",0,"YS-DZTT-1","Gill",0
"YS-HBSZ-1-G",0,"YS-HBSZ-1","Gill",0
"YS-HBSZ-2-G",0,"YS-HBSZ-2","Gill",0
"YS-HBSZ-3-G",0,"YS-HBSZ-3","Gill",0
"YS-HJ-1-G",0,"YS-HJ-1","Gill",0
"YS-HJ-2-G",0,"YS-HJ-2","Gill",0
"YS-HJ-3-G",0,"YS-HJ-3","Gill",0
"YS-HJ-4-G",0,"YS-HJ-4","Gill",0
"YS-HJ-5-G",0,"YS-HJ-5","Gill",0
"YS-HJ-6-G",0,"YS-HJ-6","Gill",0
"YS-HKL-1-G",0,"YS-HKL-1","Gill",0
"YS-HKL-2-G",0,"YS-HKL-2","Gill",0
"YS-HKL-3-G",0,"YS-HKL-3","Gill",0
"YS-HM-1-G",1.503540797,"YS-HM-1","Gill",0.398554672933895
"YS-HM-2-G",5.755776408,"YS-HM-2","Gill",0.829675267545109
"YS-HM-3-G",5.610899865,"YS-HM-3","Gill",0.820260578971992
"YS-HM-4-G",3.088311073,"YS-HM-4","Gill",0.611543933151013
"YS-HSLT-1-G",0,"YS-HSLT-1","Gill",0
"YS-HSLT-2-G",0,"YS-HSLT-2","Gill",0
"YS-HSLT-3-G",0,"YS-HSLT-3","Gill",0
"YS-JSXSD-1-G",0,"YS-JSXSD-1","Gill",0
"YS-JSXSD-2-G",0,"YS-JSXSD-2","Gill",0
"YS-JSXSD-3-G",0,"YS-JSXSD-3","Gill",0
"YS-JTZCS-1-G",7.881673521,"YS-JTZCS-1","Gill",0.948494805019362
"YS-JXY-1-G",0,"YS-JXY-1","Gill",0
"YS-JXY-2-G",0,"YS-JXY-2","Gill",0
"YS-JXY-3-G",107.459973,"YS-JXY-3","Gill",2.03526949198628
"YS-JZH-1-G",0,"YS-JZH-1","Gill",0
"YS-JZH-2-G",0,"YS-JZH-2","Gill",0
"YS-JZH-3-G",0,"YS-JZH-3","Gill",0
"YS-KSCDXGY-1-G",0,"YS-KSCDXGY-1","Gill",0
"YS-KSCDXGY-2-G",0,"YS-KSCDXGY-2","Gill",0
"YS-KSCDXGY-3-G",0,"YS-KSCDXGY-3","Gill",0
"YS-LBYKF-1-G",0,"YS-LBYKF-1","Gill",0
"YS-LBYKF-2-G",0,"YS-LBYKF-2","Gill",0
"YS-LBYKF-3-G",0,"YS-LBYKF-3","Gill",0
"YS-LTY-1-G",548.685312772,"YS-LTY-1","Gill",2.74011413305944
"YS-LTY-2-G",0,"YS-LTY-2","Gill",0
"YS-LTY-3-G",78.50999715,"YS-LTY-3","Gill",1.90042173789065
"YS-LY-2-G",0,"YS-LY-2","Gill",0
"YS-LY-3-G",0,"YS-LY-3","Gill",0
"YS-LYS-3-G",0,"YS-LYS-3","Gill",0
"YS-LYXHY-1-G",0,"YS-LYXHY-1","Gill",0
"YS-LYXHY-2-G",0,"YS-LYXHY-2","Gill",0
"YS-LYXHY-3-G",117.34872942,"YS-LYXHY-3","Gill",2.07316359974846
"YS-LZMB-1-G",0,"YS-LZMB-1","Gill",0
"YS-LZMB-2-G",0,"YS-LZMB-2","Gill",0
"YS-LZMB-3-G",0,"YS-LZMB-3","Gill",0
"YS-LZY-1-G",0,"YS-LZY-1","Gill",0
"YS-LZY-2-G",0,"YS-LZY-2","Gill",0
"YS-LZY-3-G",0,"YS-LZY-3","Gill",0
"YS-MSXX-1-G",9.706542898,"YS-MSXX-1","Gill",1.02964926142998
"YS-MSXX-2-G",53.18786888,"YS-MSXX-2","Gill",1.73390207125864
"YS-MSXX-3-G",44.18627096,"YS-MSXX-3","Gill",1.65500650224471
"YS-PSJGY-1-G",1.090715348,"YS-PSJGY-1","Gill",0.320294907419233
"YS-PSJGY-2-G",0,"YS-PSJGY-2","Gill",0
"YS-PSJGY-3-G",0,"YS-PSJGY-3","Gill",0
"YS-QLXSD-1-G",0,"YS-QLXSD-1","Gill",0
"YS-QLXSD-2-G",0,"YS-QLXSD-2","Gill",0
"YS-QLXSD-3-G",0,"YS-QLXSD-3","Gill",0
"YS-QXDDY-1-G",0,"YS-QXDDY-1","Gill",0
"YS-QXDDY-2-G",0,"YS-QXDDY-2","Gill",0
"YS-QXDDY-3-G",13.315319911,"YS-QXDDY-3","Gill",1.15580105784344
"YS-RBJXY-1-G",0,"YS-RBJXY-1","Gill",0
"YS-RBJXY-2-G",0,"YS-RBJXY-2","Gill",0
"YS-RBJXY-3-G",0,"YS-RBJXY-3","Gill",0
"YS-RWXLT-1-G",6.60743962,"YS-RWXLT-1","Gill",0.881238514062754
"YS-RWXLT-2-G",0,"YS-RWXLT-2","Gill",0
"YS-RWXLT-3-G",0,"YS-RWXLT-3","Gill",0
"YS-SDYY-1-G",2.327172003,"YS-SDYY-1","Gill",0.52207525293461
"YS-SDYY-2-G",0,"YS-SDYY-2","Gill",0
"YS-SDYY-3-G",0,"YS-SDYY-3","Gill",0
"YS-SLS-2-G",0,"YS-SLS-2","Gill",0
"YS-SLS-3-G",0,"YS-SLS-3","Gill",0
"YS-SQHN-1-G",2.05640055529669,"YS-SQHN-1","Gill",0.485210269915266
"YS-SQHN-2-G",0,"YS-SQHN-2","Gill",0
"YS-SQHN-3-G",0,"YS-SQHN-3","Gill",0
"YS-SZMB-1-G",1.240796743,"YS-SZMB-1","Gill",0.350402464568566
"YS-Y-1-G",0,"YS-Y-1","Gill",0
"YS-Y-2-G",0,"YS-Y-2","Gill",0
"YS-YC-3-G",0,"YS-YC-3","Gill",0
"YS-Z-1-G",0,"YS-Z-1","Gill",0
"YS-Z-2-G",0,"YS-Z-2","Gill",0
"YS-Z-3-G",0,"YS-Z-3","Gill",0
"YS-ZBTTT-1-G",0,"YS-ZBTTT-1","Gill",0
"YS-ZBTTT-2-G",0,"YS-ZBTTT-2","Gill",0
"YS-ZBTTT-3-G",0,"YS-ZBTTT-3","Gill",0
"YS-ZY-1-G",0,"YS-ZY-1","Gill",0
"YS-BGY-1-M",0,"YS-BGY-1","Muscles",0
"YS-BGY-2-M",0,"YS-BGY-2","Muscles",0
"YS-BGY-3-M",0,"YS-BGY-3","Muscles",0
"YS-BJ-1-M",0,"YS-BJ-1","Muscles",0
"YS-BJ-2-M",0,"YS-BJ-2","Muscles",0
"YS-BJ-3-M",0,"YS-BJ-3","Muscles",0
"YS-CBLT-1-M",0,"YS-CBLT-1","Muscles",0
"YS-CBLT-2-M",0,"YS-CBLT-2","Muscles",0
"YS-CBLT-3-M",0,"YS-CBLT-3","Muscles",0
"YS-CC-1-M",0,"YS-CC-1","Muscles",0
"YS-CC-2-M",0,"YS-CC-2","Muscles",0
"YS-CC-3-M",0,"YS-CC-3","Muscles",0
"YS-CHLT-1-M",0,"YS-CHLT-1","Muscles",0
"YS-CHLT-2-M",0,"YS-CHLT-2","Muscles",0
"YS-CHLT-3-M",0,"YS-CHLT-3","Muscles",0
"YS-CTSZ-1-M",0,"YS-CTSZ-1","Muscles",0
"YS-CTSZ-2-M",0,"YS-CTSZ-2","Muscles",0
"YS-CTSZ-3-M",0,"YS-CTSZ-3","Muscles",0
"YS-DHY-1-M",0,"YS-DHY-1","Muscles",0
"YS-DHY-2-M",0,"YS-DHY-2","Muscles",0
"YS-DLLY-1-M",0,"YS-DLLY-1","Muscles",0
"YS-DSLT-1-M",0,"YS-DSLT-1","Muscles",0
"YS-DSLT-2-M",23.04784733,"YS-DSLT-2","Muscles",1.38107620609259
"YS-DSLT-3-M",0,"YS-DSLT-3","Muscles",0
"YS-DZTT-1-M",0,"YS-DZTT-1","Muscles",0
"YS-HBSZ-1-M",0,"YS-HBSZ-1","Muscles",0
"YS-HBSZ-2-M",0,"YS-HBSZ-2","Muscles",0
"YS-HBSZ-3-M",0,"YS-HBSZ-3","Muscles",0
"YS-HJ-1-M",0,"YS-HJ-1","Muscles",0
"YS-HJ-2-M",0,"YS-HJ-2","Muscles",0
"YS-HJ-3-M",0,"YS-HJ-3","Muscles",0
"YS-HJ-4-M",0,"YS-HJ-4","Muscles",0
"YS-HJ-5-M",0,"YS-HJ-5","Muscles",0
"YS-HJ-6-M",0,"YS-HJ-6","Muscles",0
"YS-HKL-1-M",0,"YS-HKL-1","Muscles",0
"YS-HKL-2-M",0,"YS-HKL-2","Muscles",0
"YS-HKL-3-M",0,"YS-HKL-3","Muscles",0
"YS-HM-1-M",6.126935373,"YS-HM-1","Muscles",0.852902820635492
"YS-HM-2-M",25.64727013,"YS-HM-2","Muscles",1.42565272449945
"YS-HM-3-M",40.28368886,"YS-HM-3","Muscles",1.61577849627336
"YS-HM-4-M",94.92280143,"YS-HM-4","Muscles",1.98192185386711
"YS-HSLT-1-M",0,"YS-HSLT-1","Muscles",0
"YS-HSLT-2-M",0,"YS-HSLT-2","Muscles",0
"YS-HSLT-3-M",0,"YS-HSLT-3","Muscles",0
"YS-JSXSD-1-M",0,"YS-JSXSD-1","Muscles",0
"YS-JSXSD-2-M",5.542372928,"YS-JSXSD-2","Muscles",0.815735296125928
"YS-JSXSD-3-M",0,"YS-JSXSD-3","Muscles",0
"YS-JTZCS-1-M",95.25010858,"YS-JTZCS-1","Muscles",1.98340122810956
"YS-JXY-1-M",0,"YS-JXY-1","Muscles",0
"YS-JXY-2-M",0,"YS-JXY-2","Muscles",0
"YS-JXY-3-M",14.68448324,"YS-JXY-3","Muscles",1.19547021447696
"YS-JZH-1-M",0,"YS-JZH-1","Muscles",0
"YS-JZH-2-M",0,"YS-JZH-2","Muscles",0
"YS-JZH-3-M",0,"YS-JZH-3","Muscles",0
"YS-KSCDXGY-1-M",0,"YS-KSCDXGY-1","Muscles",0
"YS-KSCDXGY-2-M",0,"YS-KSCDXGY-2","Muscles",0
"YS-KSCDXGY-3-M",0,"YS-KSCDXGY-3","Muscles",0
"YS-LBYKF-1-M",0,"YS-LBYKF-1","Muscles",0
"YS-LBYKF-2-M",0,"YS-LBYKF-2","Muscles",0
"YS-LBYKF-3-M",0,"YS-LBYKF-3","Muscles",0
"YS-LTY-1-M",1325.685091,"YS-LTY-1","Muscles",3.1227678486586
"YS-LTY-2-M",0,"YS-LTY-2","Muscles",0
"YS-LTY-3-M",80.48678546,"YS-LTY-3","Muscles",1.91108718583055
"YS-LY-2-M",0,"YS-LY-2","Muscles",0
"YS-LY-3-M",0,"YS-LY-3","Muscles",0
"YS-LYS-3-M",0,"YS-LYS-3","Muscles",0
"YS-LYXHY-1-M",1.809989813,"YS-LYXHY-1","Muscles",0.448704745468814
"YS-LYXHY-2-M",0,"YS-LYXHY-2","Muscles",0
"YS-LYXHY-3-M",9.471170014,"YS-LYXHY-3","Muscles",1.01999521102311
"YS-LZMB-1-M",2.112058199,"YS-LZMB-1","Muscles",0.49304771019047
"YS-LZMB-2-M",0,"YS-LZMB-2","Muscles",0
"YS-LZMB-3-M",0,"YS-LZMB-3","Muscles",0
"YS-LZY-1-M",0,"YS-LZY-1","Muscles",0
"YS-LZY-2-M",0,"YS-LZY-2","Muscles",0
"YS-LZY-3-M",0,"YS-LZY-3","Muscles",0
"YS-MSXX-1-M",6.938231073,"YS-MSXX-1","Muscles",0.899723736580241
"YS-MSXX-2-M",0,"YS-MSXX-2","Muscles",0
"YS-MSXX-3-M",1.933472407,"YS-MSXX-3","Muscles",0.467382007485366
"YS-PSJGY-1-M",3.482475961,"YS-PSJGY-1","Muscles",0.651517969169403
"YS-PSJGY-2-M",0,"YS-PSJGY-2","Muscles",0
"YS-PSJGY-3-M",0,"YS-PSJGY-3","Muscles",0
"YS-QLXSD-1-M",0,"YS-QLXSD-1","Muscles",0
"YS-QLXSD-2-M",0,"YS-QLXSD-2","Muscles",0
"YS-QLXSD-3-M",0,"YS-QLXSD-3","Muscles",0
"YS-QXDDY-1-M",0,"YS-QXDDY-1","Muscles",0
"YS-QXDDY-2-M",0,"YS-QXDDY-2","Muscles",0
"YS-QXDDY-3-M",5.628368049,"YS-QXDDY-3","Muscles",0.821406615198714
"YS-RBJXY-1-M",0,"YS-RBJXY-1","Muscles",0
"YS-RBJXY-2-M",0,"YS-RBJXY-2","Muscles",0
"YS-RBJXY-3-M",0,"YS-RBJXY-3","Muscles",0
"YS-RWXLT-1-M",0,"YS-RWXLT-1","Muscles",0
"YS-RWXLT-2-M",0,"YS-RWXLT-2","Muscles",0
"YS-RWXLT-3-M",0,"YS-RWXLT-3","Muscles",0
"YS-SDYY-1-M",0,"YS-SDYY-1","Muscles",0
"YS-SDYY-2-M",0,"YS-SDYY-2","Muscles",0
"YS-SDYY-3-M",0,"YS-SDYY-3","Muscles",0
"YS-SLS-2-M",0,"YS-SLS-2","Muscles",0
"YS-SLS-3-M",0,"YS-SLS-3","Muscles",0
"YS-SQHN-1-M",0,"YS-SQHN-1","Muscles",0
"YS-SQHN-2-M",10.2393883,"YS-SQHN-2","Muscles",1.05074267554233
"YS-SQHN-3-M",0,"YS-SQHN-3","Muscles",0
"YS-SZMB-1-M",0,"YS-SZMB-1","Muscles",0
"YS-Y-1-M",0,"YS-Y-1","Muscles",0
"YS-Y-2-M",1.965501858,"YS-Y-2","Muscles",0.472098200471493
"YS-YC-3-M",0,"YS-YC-3","Muscles",0
"YS-Z-1-M",0,"YS-Z-1","Muscles",0
"YS-Z-2-M",2.386423846,"YS-Z-2","Muscles",0.529741313624988
"YS-Z-3-M",0,"YS-Z-3","Muscles",0
"YS-ZBTTT-1-M",0,"YS-ZBTTT-1","Muscles",0
"YS-ZBTTT-2-M",0,"YS-ZBTTT-2","Muscles",0
"YS-ZBTTT-3-M",0,"YS-ZBTTT-3","Muscles",0
"YS-ZY-1-M",0,"YS-ZY-1","Muscles",0
"YS-BGY-1-B",0,"YS-BGY-1","Brain",0
"YS-BGY-2-B",0,"YS-BGY-2","Brain",0
"YS-BGY-3-B",0,"YS-BGY-3","Brain",0
"YS-BJ-1-B",0,"YS-BJ-1","Brain",0
"YS-BJ-2-B",0,"YS-BJ-2","Brain",0
"YS-BJ-3-B",0,"YS-BJ-3","Brain",0
"YS-CBLT-1-B",0,"YS-CBLT-1","Brain",0
"YS-CBLT-2-B",0,"YS-CBLT-2","Brain",0
"YS-CBLT-3-B",0,"YS-CBLT-3","Brain",0
"YS-CC-1-B",0,"YS-CC-1","Brain",0
"YS-CC-2-B",0,"YS-CC-2","Brain",0
"YS-CC-3-B",0,"YS-CC-3","Brain",0
"YS-CHLT-1-B",0,"YS-CHLT-1","Brain",0
"YS-CHLT-2-B",0,"YS-CHLT-2","Brain",0
